Code	Presentation	Form	Dosage	Amount	Route 	Agent	Manufacturer	Country
9714	1000ml Non PVC bag	Injectable solution		1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9715	1000ml Viaflex bag	Injectable solution		1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9716	1Vial x 5ml	Solution for injection for subcutaneous use 	20%	5	SC	Benta Trading Co s.a.l.	Packed by Benta SAL Lebanon under license from CSL Behring AG, Switzerland	Lebanon
9717	1Vial x 10ml	Solution for injection for subcutaneous use 	20%	10	SC	Benta Trading Co s.a.l.	Packed by Benta SAL Lebanon under license from CSL Behring AG, Switzerland	Lebanon
9718	1Vial x 20ml	Solution for injection for subcutaneous use 	20%	20	SC	Benta Trading Co s.a.l.	Packed by Benta SAL Lebanon under license from CSL Behring AG, Switzerland	Lebanon
9723	5ml	Eye Drops solution	5mg/ml	5	Ophtalmic	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
9724	2.5ml	Eye drops solution	0.004%	2.5	Ophtalmic	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
9725	5ml	Eye drops suspension		5	Ophtalmic	Khalil Fattal & Fils S.A.L.	Alcon Couvreur NV	Belgium
9726	3ml	Eye drops suspension	3mg/ml	3	Ophtalmic	Khalil Fattal & Fils S.A.L.	Alcon- Couvreur NV PUURS	Belgium
9727	60	Capsule	250mg	60	Oral	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9728	60	Capsule	200mg	60	Oral	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9729	Box of 10Vials	Injection powder for IM/IV Infusion	100mg		Infusion/IV/IM	Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9730	1Vial	Injection	400IU		Infusion 	Mersaco	Genzyme Ireland Ltd	Ireland
9731	1Vial	Solution for injection	120mg		SC	Mersaco	Amgen Manufacturing Ltd	USA
9732	100ml	Syrup	15mg/5ml	100	oral	C. Catafago & Co	European Egyptian Pharmaceutical Industries	Egypt
9733	10Ampoules		10mg/2ml	20	IV/IM	Mediterranean Pharmaceutical Company	Swiss Parenterals Ltd	India
9734	24	Tablet, film coated	100mg	24	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9735	100	Sugar coated tablet	5mg	100	Oral	Mersaco	Delpharm Reims	France
9738	40	Sugar coated tablet	5mg	40	Oral	Mersaco	Delpharm Reims	France
9739	100ml	Syrup	30mg/5ml	100	Oral	Mersaco	Delpharm Reims	France
9740	100ml	Syrup	15mg/5ml	100	Oral	Mersaco	Delpharm Reims	France
9741	20	Tablet	30mg	20	Oral	Mersaco	Delpharm Reims	France
9742	28	Tablet, film coated	60mg	28	Oral	Droguerie Phenicia	Normon SA	Spain
9743	28	Tablet, film coated	90mg	28	Oral	Droguerie Phenicia	Normon SA	Spain
9744	7	Tablet, film coated	120mg	7	Oral	Droguerie Phenicia	Normon SA	Spain
9745	30	Tablet	4mg	30	Oral	Mediphar	Mediphar Laboratories	Lebanon
9746	100ml	Syrup	0.5mg/ml	100	Oral	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan
9747	10	Tablet, film coated	0.5mg/ml	10	Oral	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan
9748	2Prefilled syringe	Solution for injection 	40mg		SC	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria
9749	2Prefilled pen	Solution for injection 	40mg		SC	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria
9751	60	Tablet, film coated		60	Oral	Mersaco	Janssen Cilag SpA	Italy
9752	60	Tablet, film coated		60	Oral	Mersaco	Janssen Cilag SpA	Italy
9753	60	Tablet, film coated		60	Oral	Mersaco	Janssen Cilag SpA	Italy
9754	60	Tablet, film coated		60	Oral	Mersaco	Janssen Cilag SpA	Italy
9755	4Prefilled syringe	Solution for injection	50mg		SC	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria
9756	4Prefilled pen	Solution for injection	50mg		SC	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria
9757	4Prefilled syringe	Solution for injection	25mg		SC	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria
9758	30	Capsule	50000IU	30	Oral	Benta Trading Co s.a.l.	Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium	Lebanon
9759	30	Capsule	25000IU	30	Oral	Benta Trading Co s.a.l.	Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium	Lebanon
9760	30	Capsule	25000IU	30	Oral	Benta Trading Co s.a.l.	Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium	Lebanon
9761	1	Tablet	1.5mg	1	Oral	Abela Frères S.A.L.	Laboratorios Leon Farma SA	Spain
9762	1Vial + 1Vial of diluent	Lyophilizate for solution for Intavenous injection	1.2mg		IV	Benta Trading Co s.a.l.	Manufactured by Generium CJSC, Russia for Benta SAL	Lebanon
9763	1Vial + 1Vial of solvent	Lyophilizate for solution for Intavenous injection	500IU		IV	Benta Trading Co s.a.l.	Manufactured by Generium CJSC, Russia for Benta SAL	Lebanon
9764		Intravitreal Implant	0.19mg		Intravitreal	Droguerie de l'Union	Alliance Medical Products Inc.	USA
9765	Pack of 1Vial	Solution for injection	50mg/5ml		Infusion/IM/Intraarterial/Intrathecal	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
9766	5Ampoules x 10ml	Solution for injection or infusion	20mg/10ml	50	Infusion/IV	Abela Frères S.A.L.	Hikma Italia SpA	Italy
9767	30	Comprimé	1mg	30	Oral	Commercial and Trading Ressources SAL (CTR)	Remedica Ltd 	Cyprus
9768	4	Comprimé		4	Oral	Commercial and Trading Ressources SAL (CTR)	Pharmathen International SA	Greece
9769	10	Comprimé vaginal			Vaginal	Cesar Chalhoub et Fils	Sophartex	France
9770	5ml	Eye Drops	0.5%	5	Ophtalmic	Droguerie de l'Union	Laboratoires Merck Sharp & Dohme Chibret	France
9771	30	Tablet, film coated	15mg	30	Oral	Droguerie de l'Union	Patheon Inc., Mississauga, Ontario, Canada	Canada
9772	50ml Viaflex bag	Injectable solution	5g/100ml	50	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9773	250ml Non PVC bag	Injectable solution	5g/100ml	250	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9774	1000ml Non PVC bag	Injectable solution	0.45%	1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9775	500ml Non PVC bag	Injectable solution	0.45%	500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9776	40g	Crème		40	Topical	Hospicea	Pharma Developpement	France
9777	1bag	Solution for Intravenous Infusion	200mg/100ml	100	Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan
9778	1bag	Solution for Intravenous Infusion	400mg/200ml	200	Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan
9779	1bag	Solution for Intravenous Infusion	100mg/50ml	50	Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan
9780	10x500ml	Solution for infusion	4%	5000	Infusion	Droguerie de l'Union	B. Braun Medical AG	Switzerland
9781	6	Rectal suppositories		6	Rectal	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals (MUP)	Egypt
9782	180	Comprimé pelliculé	800mg	180	Oral	Karout pharmacy	Synthon Hispania SL	Spain
9783	30	Capsule	0.5mg	30	Oral	Benta Trading Co s.a.l.	Manufactured by Hetero Labs Ltd, India Packed by Benta SAL	Lebanon
9784	1000ml			1000	Infusion 	Serum Products	Serum Products	Lebanon
9785	500ml, in PVC-free bags		20g/100ml	500	Infusion 	Serum Products	Serum Products	Lebanon
9786	250ml		0.9%	250	Infusion 	Serum Products	Serum Products	Lebanon
9787	250ml in PVC-free bags		0.9%	250	Infusion 	Serum Products	Serum Products	Lebanon
9788	100ml		0.9%	100	Infusion 	Serum Products	Serum Products	Lebanon
9789	100ml in PVC-free bags		0.9%	100	Infusion 	Serum Products	Serum Products	Lebanon
9790	100ml Viaflex bag	Injectable solution	5g/100ml	100	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9791	250ml Viaflex bag	Injectable solution	5g/100ml	250	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9792	500ml Viaflex bag	Injectable solution	5g/100ml	500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9793	1000ml Viaflex bag	Injectable solution	5g/100ml	1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9794	28	Tablet, film coated	40mg	28	Oral	Pharmamedic S.A.R.L.	Daiichi Sankyo Europe GmbH	Germany
9795	28	Tablet, film coated	20mg	28	Oral	Pharmamedic S.A.R.L.	Daiichi Sankyo Europe GmbH	Germany
9796	28	Tablet, film coated	10mg	28	Oral	Pharmamedic S.A.R.L.	Daiichi Sankyo Europe GmbH	Germany
9797	30single dose container	eye drops solution	50mcg/ml	30	Ophtalmic	Square One Group Pharma SAL	Excelvision	France
9798	60	Capsule, hard	400mg	60	Oral	New Allpharma	Farmalabor Produtos Farmaceuticos SA	Portugal
9799	60	Capsule, hard	300mg	60	Oral	New Allpharma	Farmalabor Produtos Farmaceuticos SA	Portugal
9800	30	Capsule, soft gelatin	5000IU	30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
9801	30	Tablet, film coated		30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
9802	8	Capsule, soft gelatin	50000IU	8	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
9803	28	Tablet		28	Oral	Century Pharma SAL	Takeda Ireland Ltd	Ireland
9804	28	Tablet		28	Oral	Century Pharma SAL	Takeda Ireland Ltd	Ireland
9805	100 	Capsule	0.5mg	100	Oral	Abela Frères S.A.L.	Astellas Ireland Co Ltd	Ireland
9806	100	Capsule	1mg	100	Oral	Abela Frères S.A.L.	Astellas Ireland Co Ltd	Ireland
9807	100	Capsule	5mg	100	Oral	Abela Frères S.A.L.	Astellas Ireland Co Ltd	Ireland
9808	20	Capsule	500mg	20	Oral	UPO S.A.L.	OM Pharma SA	Switzerland
9809	1seringue préremplie x 0.5ml avec aiguille attachée	Suspension injectable		0.5	IM/SC	Mersaco	Sanofi Pasteur SA	France
9810	30	Compimés dispersibles	50mg	30	Oral	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal
9811	30	Tablet, film coated	5mg	30	Oral	Droguerie de l'Union	Pfizer Manufacturing Deutschland GmbH 	Germany
9812	30	Tablet, film coated	15mg	30	Oral	Droguerie de l'Union	Pfizer Manufacturing Deutschland GmbH 	Germany
9813	30	Tablet, film coated		30	Oral	Droguerie de l'Union	Schering Plough Labo NV	Belgium
9814	30	Tablet, film coated		30	Oral	Droguerie de l'Union	Schering Plough Labo NV	Belgium
9815	60	Tablet, film coated		60	Oral	Droguerie de l'Union	MSD International GmbH (Puerto Rico Branch) LLC	USA
9816	60	Tablet, film coated		60	Oral	Droguerie de l'Union	MSD International GmbH (Puerto Rico Branch) LLC	USA
9817	24	Tablet, gastroresistant	100mg	24	Oral	Droguerie de l'Union	N.V. Organon	The Netherlands
9818	1Vial	Concentrate for solution for infusion	4mg/5ml		Infusion	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9819	60	Tablet, film coated	450mg	60	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9820	5ml	Sterile ophthalmic solution (preservative free)		5	Ophtalmic	Benta Trading Co s.a.l.	Manufactured by Warsaw Pharmaceutical Works Polfa SA, Poland Packed by Benta SAL	Lebanon
9821	B/30	Comprimé pelliculé	245mg	30	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9822	B/1 Flacon de 150ml	Solution buvable	100mg/ml	150	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9823	16	Comprimé pelliculé sécable	550mg	16	oral	Karout pharmacy	APL Swift Services (Malta) Limited	Malta
9825	3prefilled pen x 3ml	Solution for injection, Solostar		9	SC	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
9826	30	Tablet, film coated		30	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
9827	30	Tablet, film coated		30	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
9828	3prefilled pen x 3ml	Solution for injection, Solostar		9	SC	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
9829		Eye drops solution	5mg/ml	5	Ophtalmic	PharmaLab SARL	Famar SA, batch releaser: pharmathen SA, Greece	Greece
9830	1 vials	Injectable solution for IV/SC use	4000IU		IV/SC	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
9831	30	Capsule	1mg	30	Oral	Droguerie Fattal  S.A.L.	Pfizer Pharmaceuticals LLC	USA
9832	30	Capsule	0.25mg	30	Oral	Droguerie Fattal  S.A.L.	Pfizer Pharmaceuticals LLC	USA
9833	pre-filled pen	solution for injection	70mg/ml		SC	Khalil Fattal & Fils S.A.L.	Amgen Manufacturing Ltd	USA
9834	5Vial	Solution for injection	100mg/20ml	100	Injectable route (except IV route)	Bellapharma S.A.R.L.	MS Pharma	Jordan
9835	5Vial	Solution for injection	50mg/20ml	100	Injectable route (except IV route)	Bellapharma S.A.R.L.	MS Pharma	Jordan
9836	1Vial	Solution for IV injection	6mg/2ml		IV	Bellapharma S.A.R.L.	MS Pharma	Jordan
9837	1Prefilled pen x1ml	Powder and solvent for solution for injection	12mg/ml	1	SC	Food & Drug Corporation FDC	Pfizer Manufacturing Belgium NV PUURS	Belgium
9839	7	Cutaneous patch	100mg		Transdermal	Food & Drug Corporation FDC	Lead Chemical Co. Ltd.	Japan
9841	7	Cutaneous patch	50mg		Transdermal	Food & Drug Corporation FDC	Lead Chemical Co. Ltd.	Japan
9842	200 metered actuations	Suspension for inhalation in pressurised can	100mcg/dose	200	Respiratory	Abela Frères S.A.L.	GlaxoWellcome Production	France
9843	50ml	Pump Spray	100mg/ml 	50	Topical	Abela Frères S.A.L.	Aspen Bad Oldesloe GmbH	Germany
9845	14	Tablet, film coated	10mg	14	Oral	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium
9846	56	Tablet, film coated	25mg	56	Oral	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium
9847	56	Tablet, film coated	50mg	56	Oral	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium
9848	300ml	Solution	10mg/ml	300	Oral	Sadco	Unither Manufacturing LLC	USA
9849	20	Tablet 	625mg	20	Oral	Abela Frères S.A.L.	Pharmaline SAL Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
9850	28	Tablet, film coated	30mg	28	Oral	Sadco	A. Menarini Manufacturing Logistics and Services SRL	Italy
9851	5	Ampoule	2mg/0.2ml	1	Oral/IV/IM	Omnipharma	Cenexi SAS	France
9852	5	Ampoule	3mg/3ml	15	Infusion/IV/IM	Omnipharma	Cenexi SAS	France
9853	30	Tablet	6.25mg	30	Oral	Omnipharma	Delpharm Milano SRL	Italy
9854	50	Tablet	25mg	50	Oral	Omnipharma	Novartis Urunleri, Istanbul	Turkey
9855	50	Tablet	100mg	50	Oral	Omnipharma	Novartis Urunleri, Istanbul	Turkey
9856	5 x 5g	Cream	5%	25	Topical	Abela Frères S.A.L.	Recipharm Karlskoga AB	Sweden
9857	4	Tablet, coated	70mg	4	Oral	Droguerie Phenicia	Gador SA	Argentine
9858	50	Tablet	200mcg	50	Oral	Levant Alie Houses S.A.L.	Bial- Portela & Ca, SA	Italy
9859	1Vial	Powder for concentration for solution for infusion	100mg		Infusion 	Droguerie Mercury S.A.L.	Celltrion Inc., secondary packed by Hikma Pharmaceuticals, Jordan	Korea
9860	100ml	Syrup		100	Oral	Qualipharm	Jerash Pharmaceuticals	Jordan
9861	2000ml	Solution		2,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9862	2500ml	Solution		2,500	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9863	5000ml	Solution		5,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9864	5000ml	Solution		5,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9865	2000ml	Solution		2,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9866	2500ml	Solution		2,500	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9867	5000ml	Solution		5,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9868	2500ml	Solution		2,500	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9869	2000ml	Solution	1.36%	2,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Company Limited	Saudi Arabia
9870	15g	Cream			Topical	Droguerie Columbus	Janssen Pharmaceutica NV	Belgium
9871	25	Tablet	5mg	25	Oral	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal
9872	5	Ampoule	5mg/ml	5	Infusion/IV/IM	Mersaco	Janssen Pharmaceutica NV	Belgium
9873	6	Tablet	100mg	6	Oral	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal
9874	30ml	Suspension	100mg/5ml	30	Oral	Mersaco	Janssen Pharmaceutica NV	Belgium
9875	200ml	Oral Suspension	5mg/5ml	200	Oral	Mersaco	Janssen Pharmaceutica NV	Belgium
9876	40g	Gel	20mg/g	40	Oral	Droguerie Columbus	Janssen Pharmaceutica NV	Belgium
9877	30g	Cream	20mg/g	30	Topical	Droguerie Columbus	Janssen Pharmaceutica NV	Belgium
9878	30g	Cream	2%	30	Topical	Mersaco	Janssen Pharmaceutica NV	Belgium
9879	100ml	Oral Solution	1mg/ml	100	Oral	Mersaco	Janssen Pharmaceutica NV	Belgium
9880	1Vial x 50ml	Injection	2%	50	Parenteral	Mediterranean Pharmaceutical Company	Swiss Parenterals Ltd	India
9881	50ml		0.9%	50	Infusion 	Serum Products	Serum Products	Lebanon
9882	50ml in PVC free bags		0.9%	50	Infusion 	Serum Products	Serum Products	Lebanon
9883	500ml		20g/100ml	500	Infusion 	Serum Products	Serum Products	Lebanon
9884	box of 10Vials		125mg		Infusion/IV/IM	Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9885	box of 10Vials		40mg		Infusion/IV/IM	Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9886	box of 5Vials	Powder for solution for infusion			Infusion	Drugstore 3U S.A.R.L.	Packed by Pharmadex SAL Lebanon under license from ACS Dobfar SpA, Italy	Lebanon
9887	10	Suppositories	125mg	10	Rectal	Mediterranean Pharmaceutical Company	Bene Arzneimittel GmbH	Germany
9888	10	Suppositories	250mg	10	Rectal	Mediterranean Pharmaceutical Company	Bene Arzneimittel GmbH	Germany
9889	5Ampoules	Solution for IM injection	75mg/3ml	15	IM	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
9890	30	Tablet, film coated	10mg	30	Oral	Droguerie Mercury S.A.L.	Almac Pharma Services Limited	UK
9891	30	Tablet, film coated	5mg	30	Oral	Droguerie Mercury S.A.L.	Almac Pharma Services Limited	UK
9892	100ml Viaflex bag	Injectable solution	0.9%	100	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9893	500ml Viaflex bag	Injectable solution	0.45%	500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9894	1000ml Viaflex bag	Injectable solution	0.45%	1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9895	50ml Viaflex bag	Injectable solution	0.9%	50	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9896	250ml Viaflex bag	Injectable solution	0.9%	250	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9897	500ml Viaflex bag	Injectable solution		500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9898	30	Comprimes pellicules	50mg	30	Oral	Karout pharmacy	Arrow Génériques	France
9899	30	Comprimes pellicules	25mg	30	Oral	Karout pharmacy	Arrow Génériques	France
9900	30	Tablet, film coated		30	Oral	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland
9901	Box of 1Vial x 20ml		100mg/20ml	20	Infusion/IV	Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada
9902	1Vial	Solution for injection for subcutaneous use	60mg/0.4ml	0.4	SC	Omnipharma	Chugai Pharma Manufacturing Co Ltd 	Japan
9903	1Vial	Solution for injection for subcutaneous use	30mg/ml	1	SC	Omnipharma	Chugai Pharma Manufacturing Co Ltd 	Japan
9904	1Vial	Solution for injection for subcutaneous use	150mg/ml	1	SC	Omnipharma	Chugai Pharma Manufacturing Co Ltd 	Japan
9905	1Vial	Solution for injection for subcutaneous use	105mg/0.7ml	0.7	SC	Omnipharma	Chugai Pharma Manufacturing Co Ltd 	Japan
9906	90ml	Pediatric solution	3%	90	Oral	Pacific pharma	UPSA SAS	France
9907	25g	Cream	2%	25	Topical	Taba Chemipharm	Laleham Health and Beauty Limited	UK
9908	56	Tablet, film coated	1mg	28	Oral	Droguerie Fattal  S.A.L.	R-Pharm Germany GmbH	Germany
9909	11 + 14 (25)	Tablet, film coated		25	Oral	Droguerie Fattal  S.A.L.	R-Pharm Germany GmbH	Germany
9910	28	Tablet, film coated	100mg	28	Oral	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9911	28	Tablet, film coated	400mg	28	Oral	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9912	28	Tablet, film coated	500mg	28	Oral	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9913	1 x 1ml	Ampoule	50mg/ml	1	IM	Mersaco	Janssen Pharmaceutica NV	Belgium
9914	12sachets	Powder for oral suspension	200mg		Oral	Pharmacie Al Sahel	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain
9915	12sachets	Powder for oral suspension	400mg		Oral	Pharmacie Al Sahel	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain
9916	1Bag	Solution for IV intravenous infusion	400mg/200ml	200	Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan
9917	1Vial	Powder for solution for infusion	25mg/5ml	5	Infusion	Mersaco	Genzyme Ireland Ltd	Ireland
9918	10ml	Eye drops solution	3mg/ml	10	Ophtalmic	New Larys Pharm SARL	Farmigea SpA	Italy
9919	12g	Powder	12g	12	Topical	Pharmadex	Pharmadex	Lebanon
9920	1 prefilled syringe	solution for inj	250mcg/0.5ml	0.5	SC	Food & Drug Corporation FDC	Merck Serono SpA	Italy
9921	1Flacon x 50ml	Concentrate for solution for intravenous infusion	50mg/50ml	50	Infusion	Mediterranean Pharmaceutical Company	Bioindustria L.I.M. SpA	Italy
9922	1Single dose prefilled pen	Injection	120mg/ml		SC	Droguerie de l'Union	Eli Lilly and Company	USA
9923	3	Tablet		3	Oral	Droguerie de l'Union	Zhejiang Huahai Pharmaceutical Co Ltd	China
9924	1Vial	Lyophilized, Injection, powder for solution	500mg		Infusion	Droguerie de l'Union	Patheon Italia SpA	Italy
9925	14	Tablet, film coated	100mg	14	Oral	Omnipharma	AstraZeneca Pharmaceuticals Co. Ltd. WUXI	China
9926	28	Tablet, film coated	50mg	28	Oral	Omnipharma	AstraZeneca Pharmaceuticals Co. Ltd. WUXI	China
9927	28	Tablet, coated		28	Oral	Pharmapro	Mediphar Laboratories	Lebanon
