Code	Form	Scored	Parent	Route	IsParenteral
10606	Tablet, film coated		O-Oral	O-Oral	
10607	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
10608	Tablet, film coated		O-Oral	O-Oral	
10609	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10610	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10611	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10612	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10613	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10614	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10615	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10616	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10617	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
10618	Syrup		O-Oral	O-Oral	
10619	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10620	Syrup		O-Oral	O-Oral	
10621	Syrup		O-Oral	O-Oral	
10622	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10623	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10624	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10625	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10626	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10627	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10628	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10629	Tablet, film coated		O-Oral	O-Oral	
10630	Tablet, film coated		O-Oral	O-Oral	
10631	Tablet, film coated		O-Oral	O-Oral	
10632	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10633	Tablet, film coated		O-Oral	O-Oral	
10634	Tablet, film coated		O-Oral	O-Oral	
10635	Capsule, hard		O-Oral	O-Oral	
10636	Capsule, hard		O-Oral	O-Oral	
10637	Tablet, chewable		O-Oral	O-Oral	
10638	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		IVes-Intravesical	IVes-Intravesical	
10639	Powder		N-Nasal	N-Nasal	
10640	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10643	Syrup		O-Oral	O-Oral	
10645	Tablet, film coated		O-Oral	O-Oral	
10646	Film forming solution / Varnish / Nail laquer		T-Topical	T-Topical	
10647	Powder, for suspension		O-Oral	O-Oral	
10648	Lozenge		O-Oral	O-Oral	
10649	Suppository		R-Rectal	R-Rectal	
10650	Tablet, film coated		O-Oral	O-Oral	
10651	Drops, solution		N-Nasal	N-Nasal	
10652	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10653	Injectable, powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10654	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10655	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10656	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10657	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10658	Tablet, film coated		O-Oral	O-Oral	
10659	Syrup		O-Oral	O-Oral	
10660	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
10661	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
10662	Tablet, film coated		O-Oral	O-Oral	
10663	Tablet, film coated		O-Oral	O-Oral	
10664	Tablet, film coated		O-Oral	O-Oral	
10665	Tablet, film coated		O-Oral	O-Oral	
10666	Tablet, film coated		O-Oral	O-Oral	
10667	Tablet, film coated		O-Oral	O-Oral	
10668	Tablet, film coated		O-Oral	O-Oral	
10669	Tablet		O-Oral	O-Oral	
10670	Capsule		O-Oral	O-Oral	
10671	Gel		T-Topical	T-Topical	
10672	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10673	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10674	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10675	Injectable, solution		Parentaral	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal	Parentaral
10676	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10677	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10678	Tablet, film coated		O-Oral	O-Oral	
10679	Tablet, film coated		O-Oral	O-Oral	
10680	Tablet, film coated		O-Oral	O-Oral	
10681	Syrup		O-Oral	O-Oral	
10682	Suppository		R-Rectal	R-Rectal	
10683	Injectable, powder, for solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10684	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10685	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10686	Tablet, film coated		O-Oral	O-Oral	
10687	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10688	Tablet, coated		O-Oral	O-Oral	
10689	Tablet, coated		O-Oral	O-Oral	
10690	Tablet, film coated		O-Oral	O-Oral	
10691	Tablet, film coated		O-Oral	O-Oral	
10692	Capsule		O-Oral	O-Oral	
10693	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
10694	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
10695	Tablet, film coated		O-Oral	O-Oral	
10696	Tablet, film coated		O-Oral	O-Oral	
10697	Capsule, hard		O-Oral	O-Oral	
10698	Tablet		O-Oral	O-Oral	
10699	Tablet		O-Oral	O-Oral	
10702	Tablet, film coated		O-Oral	O-Oral	
10703	Tablet, film coated		O-Oral	O-Oral	
10706	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10707	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10708	Capsule, hard		O-Oral	O-Oral	
10709	Capsule, hard		O-Oral	O-Oral	
10710	Tablet, dispersible		O-Oral	O-Oral	
10711	Tablet, film coated		O-Oral	O-Oral	
10712	Tablet, film coated		O-Oral	O-Oral	
10713	Tablet, film coated		O-Oral	O-Oral	
10714	Tablet, film coated		O-Oral	O-Oral	
10715	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10716	Injectable solution prolonged release		Parentaral	SC-Subcutanous	Parentaral
10717	Injectable solution prolonged release		Parentaral	SC-Subcutanous	Parentaral
10718	Injectable solution prolonged release		Parentaral	SC-Subcutanous	Parentaral
10719	Injectable solution prolonged release		Parentaral	SC-Subcutanous	Parentaral
10720	Injectable solution prolonged release		Parentaral	SC-Subcutanous	Parentaral
10721	Injectable solution prolonged release		Parentaral	SC-Subcutanous	Parentaral
10722	Injectable solution prolonged release		Parentaral	SC-Subcutanous	Parentaral
10723	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10724	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10725	Capsule		O-Oral	O-Oral	
10726	Capsule		O-Oral	O-Oral	
10727	Capsule		O-Oral	O-Oral	
10728	Tablet, coated		O-Oral	O-Oral	
10729	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
10730	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
10731	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10732	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10733	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10734	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10735	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10736	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10737	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10738	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10739	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10740	Tablet, film coated		O-Oral	O-Oral	
10741	Tablet, film coated		O-Oral	O-Oral	
10742	Syrup		O-Oral	O-Oral	
10743	Tablet		O-Oral	O-Oral	
10744	Syrup		O-Oral	O-Oral	
10745	Tablet, film coated		O-Oral	O-Oral	
10746	Tablet, film coated		O-Oral	O-Oral	
10747	Tablet, film coated		O-Oral	O-Oral	
10748	Solution, inhalation		Res-Respiratory	Res-Respiratory	
10749	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
10750	Tablet, film coated		O-Oral	O-Oral	
10751	Tablet, film coated		O-Oral	O-Oral	
10752	Syrup		O-Oral	O-Oral	
10753	Capsule		O-Oral	O-Oral	
10754	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10755	Injectable, solution		Parentaral	ITh-Intrathecal	Parentaral
10756	Capsule, hard		O-Oral	O-Oral	
10757	Tablet, film coated		O-Oral	O-Oral	
10758	Tablet, film coated		O-Oral	O-Oral	
10759	Tablet, film coated		O-Oral	O-Oral	
10760	Tablet, film coated		O-Oral	O-Oral	
10761	Tablet, film coated		O-Oral	O-Oral	
10762	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10763	Tablet, film coated		O-Oral	O-Oral	
10764	Tablet, film coated		O-Oral	O-Oral	
10765	Tablet, film coated		O-Oral	O-Oral	
10766	Tablet, film coated		O-Oral	O-Oral	
10767	Tablet, film coated		O-Oral	O-Oral	
10768	Suppository		R-Rectal	R-Rectal	
10771	Water for injection, irrigation		Irrigation	Irrigation	
10772	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
10773	Syrup		O-Oral	O-Oral	
10774	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10775	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10776	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10777	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10778	Tablet		O-Oral	O-Oral	
10779	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10780	Tablet		O-Oral	O-Oral	
10781	Tablet, film coated		O-Oral	O-Oral	
10782	Tablet, film coated		O-Oral	O-Oral	
10783	Tablet, film coated		O-Oral	O-Oral	
10784	Tablet, film coated		O-Oral	O-Oral	
10785	Injectable powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10786	Injectable powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10788	Tablet		O-Oral	O-Oral	
10789	Tablet		O-Oral	O-Oral	
10790	Tablet, film coated		O-Oral	O-Oral	
10791	Tablet		O-Oral	O-Oral	
10792	Tablet, film coated		O-Oral	O-Oral	
10793	Tablet, film coated		O-Oral	O-Oral	
10794	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10795	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10796	Tablet		O-Oral	O-Oral	
10797	Tablet, film coated		O-Oral	O-Oral	
10798	Tablet, film coated		O-Oral	O-Oral	
10799	Tablet, film coated		O-Oral	O-Oral	
10800	Tablet		O-Oral	O-Oral	
10801	Ointment		Oph-Ophtalmic	Oph-Ophtalmic	
10802	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10803	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
10804	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
10805	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
10806	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10807	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10808	Granules, gastro-resistant / delayed release ADD Granules, prolonged release		O-Oral	O-Oral	
10809	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10810	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10811	Tablet, coated CHOOSE scored	YES	O-Oral	O-Oral	
10812	Tablet, coated CHOOSE scored	YES	O-Oral	O-Oral	
10813	Tablet, coated CHOOSE scored	YES	O-Oral	O-Oral	
10814	Tablet		O-Oral	O-Oral	
10815	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10816	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10817	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10818	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10819	Injectable, powder, for solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10820	Tablet		O-Oral	O-Oral	
10821	Tablet		O-Oral	O-Oral	
10822	Tablet		O-Oral	O-Oral	
10823	Tablet		O-Oral	O-Oral	
10824	Tablet, film coated		O-Oral	O-Oral	
10825	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10826	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10827	Tablet, film coated		O-Oral	O-Oral	
10828	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10829	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10830	Injectable, powder, for solution		Parentaral	IM-IntAr-Intramuscular-IntraArticular	Parentaral
10831	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10832	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10833	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10834	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10835	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10836	Tablet		O-Oral	O-Oral	
10837	Tablet		O-Oral	O-Oral	
10838	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
10839	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
10840	Capsule, hard		O-Oral	O-Oral	
10841	Capsule, hard		O-Oral	O-Oral	
10842	Capsule, hard		O-Oral	O-Oral	
10843	Capsule, hard		O-Oral	O-Oral	
10844	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
10845	Film, orodispersible		O-Oral	O-Oral	
10846	Suppository		R-Rectal	R-Rectal	
10847	Tablet		O-Oral	O-Oral	
10848	Tablet		O-Oral	O-Oral	
10849	Tablet		O-Oral	O-Oral	
10850	Injectable powder for solution, Inhalation powder		Parentaral	Inf-Inh-Infusion-Inhalation	Parentaral
10851	Suppository		R-Rectal	R-Rectal	
10852	Tablet		O-Oral	O-Oral	
10853	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
10854	Suspension		O-Oral	O-Oral	
10855	Tablet, film coated		O-Oral	O-Oral	
10856	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10857	Tablet		O-Oral	O-Oral	
10858	Suppository		R-Rectal	R-Rectal	
10859	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10860	Powder, for suspension		O-Oral	O-Oral	
10861	Tablet, film coated		O-Oral	O-Oral	
10862	Solution, inhalation		Res-Respiratory	Res-Respiratory	
10863	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
10864	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
10865	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10866	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10867	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10868	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10869	Tablet		O-Oral	O-Oral	
10870	Tablet, film coated		O-Oral	O-Oral	
10871	Tablet, film coated		O-Oral	O-Oral	
10872	Tablet, film coated		O-Oral	O-Oral	
10873	Tablet, film coated		O-Oral	O-Oral	
10874	Tablet, film coated		O-Oral	O-Oral	
10875	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
10876	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10877	Tablet		O-Oral	O-Oral	
10878	Tablet		O-Oral	O-Oral	
10879	Tablet		O-Oral	O-Oral	
10880	Tablet		O-Oral	O-Oral	
10881	Tablet		O-Oral	O-Oral	
10882	Tablet		O-Oral	O-Oral	
10883	Tablet		O-Oral	O-Oral	
10884	Tablet		O-Oral	O-Oral	
10885	Tablet		O-Oral	O-Oral	
10886	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
10887	Caplet, coated		O-Oral	O-Oral	
10889	Suspension		O-Oral	O-Oral	
10890	Caplet		O-Oral	O-Oral	
10891	Capsule		O-Oral	O-Oral	
10892	Tablet		O-Oral	O-Oral	
10893	Spray		N-Nasal	N-Nasal	
10894	Spray		N-Nasal	N-Nasal	
10895	Tablet		O-Oral	O-Oral	
10896	Tablet, film coated		O-Oral	O-Oral	
10897	Solution, inhalation		Res-Respiratory	Res-Respiratory	
10898	Suspension, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
10899	Suspension		O-Oral	O-Oral	
10900	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10901	Syrup		O-Oral	O-Oral	
10902	Syrup		O-Oral	O-Oral	
10903	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10904	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10905	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10906	Tablet		O-Oral	O-Oral	
10907	Tablet		O-Oral	O-Oral	
10908	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10909	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10910	Tablet, film coated		O-Oral	O-Oral	
10911	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10912	Tablet, effervescent		O-Oral	O-Oral	
10913	Capsule		O-Oral	O-Oral	
10914	Suspension		O-Oral	O-Oral	
10915	Powder, for suspension		O-R-Oral-Rectal	O-R-Oral-Rectal	
10916	Tablet, film coated		O-Oral	O-Oral	
10918	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10919	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10920	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	SC-Subcutanous	Parentaral
10921	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
10922	Powder, for suspension		O-Oral	O-Oral	
10923	Tablet, film coated		O-Oral	O-Oral	
10924	Tablet, film coated		O-Oral	O-Oral	
10925	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10926	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10927	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10928	Injectable, sterile powder, for solution CHOOSE with lidocaine solvent		Parentaral	IM-Intramuscular	Parentaral
10929	Injectable, powder, for solution		IV-Intravenous	IV-Intravenous	
10930	Injectable, powder, for solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
10931	Injectable, powder, for solution		IV-Intravenous	IV-Intravenous	
10932	Injectable, powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
10933	Syrup		O-Oral	O-Oral	
10934	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10935	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10936	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10937	Injectable, solution		Parentaral	ITh-Intrathecal	Parentaral
10938	Gel		T-Topical	T-Topical	
10939	Gel		T-Topical	T-Topical	
10940	Injectable, solution		IO-Intraoral	IO-Intraoral	
10941	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10942	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10943	Tablet, coated CHOOSE scored	YES	O-Oral	O-Oral	
10944	Tablet, coated		O-Oral	O-Oral	
10945	Tablet, coated		O-Oral	O-Oral	
10946	Tablet, coated		O-Oral	O-Oral	
10947	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10948	Capsule		O-Oral	O-Oral	
10949	Capsule		O-Oral	O-Oral	
10950	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
10951	Tablet, coated		O-Oral	O-Oral	
10952	Tablet, coated		O-Oral	O-Oral	
10953	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
10954	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
10955	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
