MophCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country
7100	186271/13	ROPIVACAINA MOLTENI	2mg/ml	5 bags x 100ml	Injectable solution for infusion	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
7102	186266/13	ROPIVACAINA MOLTENI	7.5mg/ml	5 ampoules x 20ml	Injectable solution for infusion	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
7103	186272/13	ROPIVACAINA MOLTENI	2mg/ml	5 bags x 200ml	Injectable solution for infusion	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
7104	186267/13	ROPIVACAINA MOLTENI	2mg/ml	5 ampoules x 10ml	Injectable solution for infusion	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
7105	186268/13	ROPIVACAINA MOLTENI	2mg/ml	5 ampoules x 20ml	Injectable solution for infusion	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
7106	186269/13	ROPIVACAINA MOLTENI	10mg/ml	5 ampoules x 10ml	Injectable solution for infusion	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
7107	186270/13	ROPIVACAINA MOLTENI	10mg/ml	5 ampoules x 20ml	Injectable solution for infusion	Macromed S.A.R.L.	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy
5232	24394/06	ROTARIX ORAL			Monodose glass container with lyophilized vaccine 1 oral applicator with liquid diluent and 1 transfer device for reconstitution for oral suspension	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium
3099	1865/72	ROVAMYCINE 250MG	750,000UI	20	Tablet	No Agent	Specia	France
1574	3613	ROVIGON		30	Dragée	No Agent	F. Hoffmann La Roche Ltd	Switzerland
1206	3099/72	ROWACHOL		10ml	Gouttes	Sadco	Rowa Wagner GmbH & Co KG	Germany
1207	3100/72	ROWATINEX		10ml	Gouttes	Sadco	Rowa Wagner GmbH & Co KG	Germany
1814	973371/01	ROXAMED	150mg	10	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
2881	27388	ROXANE	75mg	28	Capsule	Benta Trading Co s.a.l.	Hoechst AG	Germany
2882	27389	ROXANE	150mg	14	Capsule	Benta Trading Co s.a.l.	Hoechst AG	Germany
9178	161515/1	RUCORON	50mg/5ml	10 vials	Injectable solution for IV bolus infusion	Abela Frères S.A.L.	Hikma Farmaceutica	Portugal
5947	219309/09	RUDOLAC	3.5g/5ml	250ml	Oral solution	Cesar Chalhoub et Fils	Chapha under licence of Streuli Pharma AG Suisse	Lebanon
3105	27043	RULID	150mg	10	Tablet	Mersaco	Sanofi Winthrop Industrie	France
3106	27923	RULID	100mg	10	Tablet	Mersaco	Usiphar (Compiegne) distributeur Roussel Diamant	France
2517	22821/74	RYNACROM		60	Capsule	No Agent	Fisons Ltd	UK
2533	25987	RYNACROM COMPOUND		13ml	Nasal Spray	No Agent	Fisons Ltd	UK
2534	25986	RYNACROM COMPOUND		26ml	Nasal Spray	No Agent	Fisons Ltd	UK
2535	25988	RYNACROM M		13ml	Nasal Spray	No Agent	Fisons Ltd	UK
2536	25989	RYNACROM M		26ml	Nasal Spray	No Agent	Fisons Ltd	UK
2530	25088/81	RYNACROM NASAL		15ml	Drops	No Agent	Fisons Ltd	UK
3107	18237	RYTHMODAN	100mg	40	Capsule	Mersaco	Usiphar (Compiegne) distributeur Roussel Diamant	France
3108	26361	RYTHMODAN A LIBERATION PROLONGEE	250mg	20	Tablet	Mersaco	Sanofi Winthrop Industrie	France
2104	24188/79	RYTHMONORM	150mg	50	Tablet	Mersaco	Abbott GmbH & Co KG	Germany
2105	24189/79	RYTHMONORM	300mg	50	Tablet	Mersaco	Abbott GmbH & Co KG	Germany
2701	24190/79	RYTHMONORM		5x20ml	Injectable solution	Mersaco	Knoll AG	Germany
7962	25214/1	RYZODEG	100IU/ml	5x3ml Penfill in a cartrige	Injectable solution	Mersaco	Novo Nordisk AS	Denmark
3266	261498	SABRIL	500mg	60	Sachet	Benta Trading Co s.a.l.	Marion Merrell SA	France
5430	221933/09	SABRIL 500MG	500mg	60	Comprimé pelliculé	Mersaco	Benta SAL under license from Sanofi Aventis France	Lebanon
6701	167839/11	SAIZEN	8mg	1Vial + 1Cartridge preassembled in click easy device	Injectable powder for solution (Vial) +Bacteriostatic solvent (Cartridge)	Food & Drug Corporation FDC	Merck Serono SpA	Italy
7201	96742/12	SAIZEN	6mg	1Cartridge 	Injectable solution	Food & Drug Corporation FDC	Merck Serono SpA	Italy
7202	96745/12	SAIZEN	12mg	1Cartridge 	Injectable solution	Food & Drug Corporation FDC	Merck Serono SpA	Italy
7203	96746/12	SAIZEN	20mg	1Cartridge 	Injectable solution	Food & Drug Corporation FDC	Merck Serono SpA	Italy
3517	973444/01	SALAMOL	100mcg	200doses	Easy breath CFC free inhaler	UPO S.A.L.	Norton Waterford Ltd 	Ireland
780	27277	SALAZOPYRIN EN	500mg	100	Tablet	Food & Drug Corporation FDC	Pharmacia	Sweden
5000	2688/94	SALBUTAMOL SULFATE	2mg	100	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5001	2688/94	SALBUTAMOL SULFATE	2mg	1000	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
1577	208331/02	SALINAL		15ml	Drops	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
3117	236283/98	SANAMIDOL	20mg	14	Capsule	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain
6777	97202/12	SANCUSO	3.1mg/24h	1 patch	Transdermal system	Droguerie Mercury S.A.L.	3M Drug Delivery Systems	USA
846	26325	SANDIMMUN	100mg/ml	50ml	Oral Solution	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
853	27109	SANDIMMUN SOFT GELATIN	25mg	50	Capsule	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
854	27110	SANDIMMUN SOFT GELATIN	50mg	50	Capsule	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
855	27111	SANDIMMUN SOFT GELATIN	100mg	50	Capsule	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
5230	222445/08	SANDOGLOBULIN LIQUID	12g/100ml		Solution for Infusion	Benta Trading Co s.a.l.	Benta SAL (Packing) under license from CSL Behring AG, Switzerland	Lebanon
5231	222446/08	SANDOGLOBULIN LIQUID	6g/50ml	50ml	Solution for Infusion	Benta Trading Co s.a.l.	Benta SAL (Packing) under license from CSL Behring AG, Switzerland	Lebanon
801	973702/02	SAPOFEN	600mg	30	Tablet	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
802	973705/02	SAPOFEN	400mg	20	Tablet	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
799	973704/02	SAPOFEN JUNIOR		145ml	Suspension	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
800	973703/02	SAPOFEN PLUS		20	Tablet	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
1578	26406	SARIDON		10	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Delpharm Gaillard	France
8855	93916/1	SAXENDA	6mg/ml	Prefilled pen 5x3ml	Injectable solution	Mersaco	Novo Nordisk AS	Denmark
3864	26491	SCANDICAINE 2% noradrenaline	2%	50Cartridges x 1.8ml	Injectable solution	Droguerie Tamer SAL	Septodont	France
5151	24993/07	SEBIVO	600mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland
3100	23523/77	SECTRAL	200mg	20	Tablet	Mersaco	Specia	France
5413	23619/06	SECTRAL	200mg	30	Tablet, film coated	Mersaco	Sanofi Aventis SA	Spain
199	3021/72	SEDERGINE EFFERVESCENT		20	Tablet, effervescent	Pacific pharma	UPSA	France
3071	135269	SEGLOR	5mg	30	Gélule	Mersaco	Sanofi Winthrop Industrie	France
7835	186179/13	SEIZET 25	25mg	30	Tablet, dispersible/ chewable	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
1723	208012/03	SELEKTINE	7.5mg	10	Tablet	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
1724	208011/03	SELEKTINE	15mg	10	Tablet	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
5664	218831/09	SELEKTINE	7.5mg	30	Tablet	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
3438	24199/79	SELEXID LEO	200mg	12	Tablet	UPO S.A.L.	Leo Pharmaceutical Products	Denmark
2092	973717/02	SELSUN	2.5%	120ml	Suspension	Droguerie R. Pharaon & Fils S.A.L.	Famar Netherland BV	The Netherlands
3659	195025/04	SEPCEN	500mg	20	Tablet	Pharmaceutica S.A.R.L.	Centrum SA	Spain
558	974205/00	SEPTANEST ADRENALINEE	1/200,000	50 Cartouches x 1.8ml	Injectable solution	Droguerie Tamer SAL	Septodont	France
4960	973934/02	SEPTIBAR	1 %	85g	Soap	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4672	26516/88	SEPTIDYNE	7.5%	3.8l	Scrub	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4905	236675/99	SEPTIDYNE	10%	1l	Solution	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4961	973865/02	SEPTISOL	0.5 %	250ml	Liquid soap	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4962	973862/02	SEPTISOL	0.5 %	500ml	Liquid soap	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
1202	26801	SEPTIVON		500ml	Solution	Sadco	Laboratoires Chemineau	France
8184	34315/1	SEPTIVON	1.5%	Flacon 500ml	Solution pour application cutanée 	Sadco	Omega Pharma Manufacturing GmbH & Co KG	France
8185	34415/1	SEPTIVON	1.5%	Flacon 250ml	Solution pour application cutanée 	Sadco	Omega Pharma Manufacturing GmbH & Co KG	Germany
652	25558	SEPTRIN DS		10	Tablet	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
653	25559	SEPTRIN DS		500	Tablet	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
655	25556	SEPTRIN FOR INFUSION		10 x 5ml	Ampoule	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
654	25554	SEPTRIN IM		10 x 3ml	Ampoule	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
683	18627	SEPTRIN PEADIATRIC		100ml	Suspension	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
10769	110818/1	SERACTIL	400mg	10	Tablet, film coated	Mectapharm S.A.L.	Gebro Pharma GmbH	Austria
10770	110718/1	SERACTIL	400mg	30	Tablet, film coated	Mectapharm S.A.L.	Gebro Pharma GmbH	Austria
3718	78885	SERDOLECT	4mg	30	Tablet	Sadco	H. Lundbeck AS	Denmark
3719	78886	SERDOLECT	12mg	28	Tablet	Sadco	H. Lundbeck AS	Denmark
3720	78887	SERDOLECT	16mg	28	Tablet	Sadco	H. Lundbeck AS	Denmark
3721	78888	SERDOLECT	20mg	28	Tablet	Sadco	H. Lundbeck AS	Denmark
3420	974034/02	SERETIDE DISKUS 100	50/100mcg	60doses	Inhalation powder	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
3421	973855/02	SERETIDE DISKUS 250	50/250mcg	60doses	Inhalation powder	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
3422	973901/02	SERETIDE DISKUS 500	50/500mcg	60doses	Inhalation powder	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
630	38655	SEREVENT	25mcg	60doses	Inhaler	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
631	38656	SEREVENT	25mcg	120doses	Inhaler	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
634	38657/96	SEREVENT	50mcg	60 Inhalations	Diskus	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
498	26652	SERMION	5mg	30	Dragée	Food & Drug Corporation FDC	Pharmacia SpA	Italy
1291	973317/01	SERMION	30mg	30	Tablet	Food & Drug Corporation FDC	Pharmacia Italia SpA	Italy
1303	27940	SERMION	10mg	50	Tablet	Food & Drug Corporation FDC	Pharmacia SpA	Italy
10704	221910/08	SEROPINE 200	200mg	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon
10705	221896/08	SEROPINE 300	300mg	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon
1582	405477/00	SEROQUEL	200mg	60	Tablet	Omnipharma	AstraZeneca UK Ltd	UK
5564	405477/00	SEROQUEL	300mg	30	Tablet	Omnipharma	AstraZeneca UK Ltd	UK
5675	218768/09	SEROQUEL XR	50mg	30	Tablet, extended release	Omnipharma	AstraZeneca UK Ltd	UK
5676	218769/09	SEROQUEL XR	400mg	30	Tablet, extended release	Omnipharma	AstraZeneca UK Ltd	UK
5677	218770/09	SEROQUEL XR	300mg	30	Tablet, extended release	Omnipharma	AstraZeneca UK Ltd	UK
5678	218771/09	SEROQUEL XR	200mg	30	Tablet, extended release	Omnipharma	AstraZeneca UK Ltd	UK
5794	219481/10	SEROQUEL XR	200mg	60	Tablet, extended release	Omnipharma	AstraZeneca Pharmaceuticals LP	USA
5796	219484/10	SEROQUEL XR	50mg	60	Tablet, extended release	Omnipharma	AstraZeneca Pharmaceuticals LP	USA
744	38915	SEROXAT	20mg	30	Tablet	Abela Frères S.A.L.	Smithkline Beecham Pharmaceuticals	UK
946	236450/98	SERZONE	50mg	60	Tablet	Pacific pharma	Bristol Laboratories Corporation Subsidiary of Bristol-Myers Squibb Company	USA
947	236401/98	SERZONE	100mg	60	Tablet	Pacific pharma	Bristol Laboratories Corporation Subsidiary of Bristol-Myers Squibb Company	USA
948	236449/98	SERZONE	200mg	60	Tablet	Pacific pharma	Bristol Laboratories Corporation Subsidiary of Bristol-Myers Squibb Company	USA
7954	91114/1	SEVOFLURANE USP		250ml	Liquid for inhalation	Abela Frères S.A.L.	Baxter Healthcare Corporation	USA
2673	24191/79	SIBELIUM	5mg	20	Tablet	Mersaco	Janssen Cilag SpA	Italy
2359	973039/01	SIFROL	0.088mg	30	Tablet	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
5809	219499/10	SIFROL ER	3mg	30	Tablet, extended release	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
7593	222916/14	SIMEPAR		40	Capsule	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
1584	405914	SIMGAL	10mg	28	Tablet, coated	UPO S.A.L.	Ivax Pharmaceuticals s.r.o.	Czech Republic
1585	405915	SIMGAL	20mg	28	Tablet, coated	UPO S.A.L.	Ivax Pharmaceuticals s.r.o.	Czech Republic
1586	405916	SIMGAL	40mg	28	Tablet, coated	UPO S.A.L.	Ivax Pharmaceuticals s.r.o.	Czech Republic
6896	97370/12	SIMPONI	50mg/0.5ml	1Prefilled syringe	Solution for injection	Abela Frères S.A.L.	Baxter Pharmaceutical Solutions LLC	USA
6897	97371/12	SIMPONI	50mg/0.5ml	1Prefilled pen (Smartject)	Solution for injection	Abela Frères S.A.L.	Baxter Pharmaceutical Solutions LLC	USA
8665	70116/1	SIMPONI	100mg/1ml	1Prefilled pen (Smartject)	Solution for injection	Abela Frères S.A.L.	Baxter Pharmaceutical Solutions LLC	USA
8666	70016/1	SIMPONI	100mg/1ml	1Prefilled syringe	Solution for injection	Abela Frères S.A.L.	Baxter Pharmaceutical Solutions LLC	USA
8027	187433/13	SIMULTAN A	160/10	28	Tablet	Droguerie Phenicia	Dr Lazar Y CIa SA.Q.e.I 	Argentine
8028	187432/13	SIMULTAN A	160/5	28	Tablet	Droguerie Phenicia	Dr Lazar Y CIa SA.Q.e.I 	Argentine
8058	185948/13	SIMULTAN D 160		28	Tablet, coated	Droguerie Phenicia	Dr Lazar Y CIa SA.Q.e.I 	Argentine
8057	185949/13	SIMULTAN D 80		28	Tablet, coated	Droguerie Phenicia	Dr Lazar Y CIa SA.Q.e.I 	Argentine
5840	23625/06	SIMVAHEXAL	10mg	30	Tablet, film coated	Mersaco	Salutas Pharma GmbH	Germany
5841	23626/06	SIMVAHEXAL	20mg	30	Tablet, film coated	Mersaco	Salutas Pharma GmbH	Germany
6710	218871/09	SINCAST 4	4mg	28	Tablet, chewable	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
6711	218872/09	SINCAST 5	5mg	30	Tablet, chewable	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
1993	26481	SINECOD		200ml	Sirop	Sadco	Novartis Consumer Health SA	Switzerland
1994	26482	SINECOD		20ml	Gouttes	Sadco	Novartis Consumer Health SA	Switzerland
3218	19085	SINEQUAN	10mg	30	Capsule	Mectapharm S.A.L.	Pfizer Corporation	Belgium
3219	19086	SINEQUAN	25mg	30	Capsule	Mectapharm S.A.L.	Pfizer Corporation	Belgium
8311	84915/1	SINGOLAST 10	10mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9937	154418/1	SINGOLAST 4	4mg	30	Tablet, chewable	Benta Trading Co s.a.l.	Benta SAL	Lebanon
8310	84815/1	SINGOLAST 5	5mg	30	Tablet, chewable	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6888	97876/11	SIRTAP	1g/3.5ml	1Vial powder+ 1ampoule solvent Lidocaine HCl 3.5ml	Injectable powder for solution+diluent for IM use	BroadMed SAL	Esseti Farmaceutici SRL	Italy
6889	97881/11	SIRTAP	500mg/2ml	1Vial powder+ 1ampoule solvent Lidocaine HCl 2ml	Injectable powder for solution+diluent for IM use	BroadMed SAL	Esseti Farmaceutici SRL	Italy
10378	114920/1	SITAMET	50mg/1000mg	56	Tablet, film coated	Pharmadex	Sunshine Lake Pharma, China Packed by Pharmadex Lebanon under License from HEC Pharm GmbH, Germany	Lebanon
10379	114820/1	SITAMET	50mg/850mg	56	Tablet, film coated	Pharmadex	Sunshine Lake Pharma, China Packed by Pharmadex Lebanon under License from HEC Pharm GmbH, Germany	Lebanon
3536	208587/03	SIVACOR	10mg	30	Tablet, film coated	Hikma-Liban S.A.R.L.	APM	Jordan
3537	208588/03	SIVACOR	20mg	30	Tablet, film coated	Hikma-Liban S.A.R.L.	APM	Jordan
268	MPO 0274/95	SODIUM BICARBONATE	1.4%	500ml	Flacon Verre	Droguerie Solupharm SAL	Aguettant	France
6229	24549/07	SODIUM BICARBONATE 8.4%	8.4%	20Vials x 50ml	Injectable solution for IV Infusion	Pharmamed	Pharmaceutical Solutions Industry Ltd	Saudi Arabia
8280	7815/1	SODIUM BICARBONATE SALF	10meq/10ml	5Ampoules x 10ml	Concentrate for solution for infusion	New Europharm	SALFSpA Laboratorio Farmacologico	Italy
4213	2633/94	SODIUM CHLORIDE	0.9%	50ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4216	2633/94	SODIUM CHLORIDE	0.9%	100ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4218	2633/94	SODIUM CHLORIDE	0.9%	250ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4220	2633/94	SODIUM CHLORIDE	0.9%	500ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4222	2633/94	SODIUM CHLORIDE	0.9%	1000ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4226	2633/94	SODIUM CHLORIDE	0.9%	1000ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
7808	71014/1	SODIUM CHLORIDE SALF	0.9%	5Amp x 10ml	Solvent for parenteral use	New Europharm	SALFSpA Laboratorio Farmacologico	Italy
3648	20364	SOFRADEX EYE/EAR	0.5%	8ml	Drops	Mersaco	Patheon UK Ltd	UK
3649	23541/77	SOFRADEX EYE/EAR		5g	Ointment	Mersaco	Roussel	UK
3650	20366	SOFRA-TULLE		10x10x10	Sachet	Codipha	Roussel	UK
1283	3031	SOLCOSERYL		6	Injectable solution	Omnipharma	ICN Switzerland AG	Switzerland
1285	19787	SOLCOSERYL		5g	Eye gel	Omnipharma	ICN Switzerland AG	Switzerland
1286	3035	SOLCOSERYL		20g	Ointment	Omnipharma	Valeant Pharmaceuticals Switzerland GmbH	Switzerland
8247	71715/1	SOLCOSERYL		20g	Gel	Omnipharma	Legacy Pharmaceuticals Switzerland GmbH	Switzerland
3254	261438	SOLIAN	200mg/4ml	6Ampoules	Injectable solution	Mersaco	Synthelabo	France
3255	261439	SOLIAN	50mg	30	Tablet	Mersaco	Synthelabo	France
3256	261437	SOLIAN	200mg	30	Tablet	Mersaco	Synthelabo	France
438	22823/74	SOLU CORTEF ACT-O-VIAL	500mg	1 x 4ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium
1114	23004/75	SOLU CORTEF MOV	1000mg	1 x 8ml	Injectable	No Agent	Upjohn International Inc	USA
436	18331	SOLU CORTEF MOV.	100mg	1 x 2ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium
440	22822/74	SOLU MEDROL Act-O-Vial	125mg	1 x 2ml	Ampoule injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium
3140	27822	SOLUFILINA	250mg	250cc 	Solution	Power Pharm S.A.R.L.	BOI, SA	Spain
4356	2378/94	SOLUTE PHYSIOLOGIQUE	0.9%	30ml	Solution	Pharmapro	Mediphar Laboratories	Lebanon
5007	27569/94	SOLVIBRON	4mg	40	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5008	27570/94	SOLVIBRON	8mg	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5009	26585/89	SOLVIBRON	4mg/5ml	150ml	Syrup	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
80	405512/00	SOMATOSTATIN	3mg	1Vial+1amp solvent	Lyophilised vial for injection	No Agent	UCB SA Pharma	Belgium
81	405511/00	SOMATOSTATIN	250mcg	1Vial+1amp solvent	Lyophilised vial for injection	No Agent	UCB SA Pharma	Belgium
5875	219476/10	SOMATOSTATIN	3mg	1Vial+1Amp solvant	Lyophilised vial for injection	No Agent	UCB SA Pharma	Belgium
5876	219477/10	SOMATOSTATIN	250mcg	1Vial+1Amp solvant	Lyophilised vial for injection	No Agent	UCB SA Pharma	Belgium
2812	974465/00	SOMATULINE LP	30mg		Poudre et solvant pour suspension injectable IM à libération prolongée	Droguerie de l'Union	Ipsen Pharma Biotech	France
2776	208355/02	SOMAZINA	100mg/ml	30ml	Solution	Spephal S.A.L.	Ferrer Internacional SA	Spain
2783	208354/02	SOMAZINA	500mg	5 x 4ml	Injectable solution	Spephal S.A.L.	Ferrer International SA	Spain
8172	32515/1	SONGHA NIGHT 		30	Tablet, sugar coated	Spephal S.A.L.	Wiewelhove GmbH	Germany
4865	27508/93	SORBINAT	10mg	100	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
8583	86915/1	SORBISTERIT		500g	Powder for oral/rectal suspension	Fresenius Medical Care Lebanon	Fresenius medical Care  Deutschland GmbH	Germany
6210	23896/07	SORTIVA 	50mg	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
6482	221973/09	SORTIVA-H 	50/12.5mg	30	Tablet	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
6331	219550/09	SOTRET	10mg	30	Capsule	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India
6332	221858/08	SOTRET	20mg	30	Capsule	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India
7636	186104/13	SPASMED UNIMED		6Ampoules x 4ml	Injectable solution IV/IM	Mediterranean Pharmaceutical Company	Unimed Laboratories	Tunisia
2005	13952	SPASMO CANULASE		20	Bitab	Mersaco	Novartis Consumer Health SA	Switzerland
6614	167960/11	SPASMO CIBALGINE		20	Tablet, sugar coated	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
4546	26506	SPASMO CIBALGINE ADULTE		5	Suppository	Mephico S.A.L.	Mephico SAL	Lebanon
1737	208631/03	SPASMO-AMRASE		20	Tablet, enteric coated	C. Catafago & Co	Amriya Pharmaceutical Industries Co	Egypt
7090	186487/13	SPASMOBROM	10mg/ml	6Vials	Injectable solution	Macromed S.A.R.L.	Esseti Farmaceutici SRL	Italy
2791	24300/79	SPASMONAL	60mg	20	Capsule	Omnipharma	Norgine Ltd	UK
8813	111616/1	SPASMONAL	60mg	20	Capsule	Omnipharma	Norgine Ltd	UK
2072	26431	SPERSACARPINE	2%	10ml	Collyre	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
2078	26433	SPERSACARPINE	4%	10ml	Collyre	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
2079	26430	SPERSACARPINE	1%	10ml	Collyre	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
2073	26426	SPERSACET C		10ml	Collyre	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
2074	17951	SPERSADEX	0.1%	5ml	Collyre	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
2055	17952	SPERSADEX COMP.		5ml	Collyre	Khalil Fattal & Fils S.A.L.	Excelvision AG	Switzerland
2056	26428	SPERSALLERG		10ml	Collyre	Khalil Fattal & Fils S.A.L.	Excelvision AG	Switzerland
2057	26429	SPERSANICOL		10ml	Collyre	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
2050	21984/73	SPERSAPOLYMIXIN		5ml	Collyre	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
4870	27594/94	SPILACTONE	25mg	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
2369	973475/02	SPIRIVA	18mcg	30	Capsule, hard, inhalation powder	Mersaco	Boehringer Ingelheim Pharma KG for Boehringer Ingelheim International GmbH	Germany
4871	2686/94	SPIRONOLACTONE	25mg	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4872	2686/94	SPIRONOLACTONE	25mg	1000	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
2677	26828	SPORANOX	100mg	15	Capsule	Mersaco	Janssen Cilag SpA	Italy
2678	26827	SPORANOX	100mg	4	Capsule	Mersaco	Janssen Cilag SpA	Italy
10250	137619/1	SPORANOX	100mg	15	Capsule	Mersaco	Janssen Cilag SpA	Italy
426	13859	SS LINCOCIN	600mg	1 x 2ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium
3147	78988/98	STABLON	12.5mg	30	Comprimé Enrobé	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France
7230	97038/12	STARIL	10mg	30	Tablet	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
7231	97037/12	STARIL	20mg	30	Tablet	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
2402	208974/03	STAVIR 40	40mg	60	Capsule	Droguerie de l'Union	Cipla Ltd	India
3149	405625/00	STEIMYCIN		25ml	Solution	Abela Frères S.A.L.	Stiefel Laboratories (Ireland) Ltd	Ireland
