MoPHCode	RegistrationNumber	DrugName	Presentation	Form	Agent	Manufacturer	Country	PublicPrice	Stratum
7472	185982/13	VIMPAT	56	Tablet, film coated	Sadco	Aesica Pharmaceuticals GmbH	Germany	13357859	D
7707	222911/14	VIMPAT	5 x 20ml	Injectable solution for infusion	Sadco	Aesica Pharmaceuticals GmbH	Germany	13225715	D
4513	24284	VIOCORTENE	7.5ml	Drops	Mephico S.A.L.	Mephico SAL	Lebanon	568253	A1
7890	96583/12	VIOSTAN 160	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	668082	A2
7891	96584/12	VIOSTAN 320	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1338467	B
7972	96581/12	VIOSTAN 40	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	526786	A2
7889	96582/12	VIOSTAN 80	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	526786	A2
10349	166918/1	VIOSTAN AM 160/10	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1177206	B
10350	166818/1	VIOSTAN AM 160/5	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1177206	B
11338	10322/1	VIOSTAN AM PLUS 160/10/12.5	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1196020	B
11339	10022/1	VIOSTAN AM PLUS 160/10/25	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1196020	B
11336	10122/1	VIOSTAN AM PLUS 160/5/12.5	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1196020	B
11337	9922/1	VIOSTAN AM PLUS 160/5/25	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1196020	B
11340	10222/1	VIOSTAN AM PLUS 320/10/25	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1881380	B
7893	186256/13	VIOSTAN PLUS 160/12.5	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	668082	A2
7894	186257/13	VIOSTAN PLUS 160/25	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	671921	A2
7895	186258/13	VIOSTAN PLUS 320/12.5	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1411419	B
7896	186259/13	VIOSTAN PLUS 320/25	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1445975	B
7892	186255/13	VIOSTAN PLUS 80/12.5	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	547520	A2
11161	127420/1	VIPDOMET	56	Tablet, film coated	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	3304509	B
11525	126121/1	VIPDOMET	56	Tablet, film coated	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	3112339	B
10757	9620/1	VIPIDIA	28	Tablet, film coated	Century Pharma SAL	The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland 	Jordan	2998113	B
9933	27919/1	VIREAD	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	15716313	D
9151	49317/1	VIRECTA	6	Tablet, film coated	C. Catafago & Co	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt	584571	A1
7057	96748/12	VIRGAN	5g	Ophtalmic Gel	Square One Group Pharma SAL	Farmila- Thea Farmaceutici SPA	Italy	804962	A2
4682	24341/06	VIRIFLU	10	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1371615	B
10910	103817/1	VIROZOLE 200	30	Tablet, film coated	Benta Trading Co s.a.l.	Manufactured by Pharmaceuticals Works Polpharma SA, Poland for Benta SAL	Lebanon	47909207	E1
6664	166810/11	VISANNE	28	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Bayer Weimar GmbH & Co KG	Germany	4980280	B
12124	21425/1	VITA-FERIN C	30	Capsule	Mediterranean Pharmaceutical Company	Geistlich Pharma AG	Switzerland	1217521	A2
1803		VITA-GERIN	30	Capsule	Mediterranean Pharmaceutical Company	Geistlich Pharma AG	Switzerland	1724150	B
6832	167747/11	VITALIPID N INFANT	10 ampoulesx10ml	Injectable concentrate for solution	Benta Trading Co s.a.l.	Fresenius Kabi AB	Sweden	2448481	B
9606	42218/1	VITAMIN C S.A.L.F.	5Ampoules x 5ml	Injectable solution	New Europharm	SALFSpA Laboratorio Farmacologico	Italy	498566	A1
11818	27224/1	VITANOR	30	FCT	Droguerie Phenicia	Normon SA	Spain	946065	A2
9262	69116/1	VITAQPLUS	30	Tablet	Medis Pharm Drugstore	Vitex Pharmaceuticals PTY Ltd	Australia	2500891	B
7385	186520/13	VITEX D3	30	Capsule	PMD (Pharmacist's medical drugstore)	Vitex Pharmaceuticals PTY Ltd	Australia	447500	A1
8656	159515/1	VITEXFER	30	Tablet, film coated	Medis Pharm Drugstore	Vitex Pharmaceuticals PTY Ltd	Australia	791523	A2
10351	62918/1	VITRICOMB	30	Tablet, film coated	Benta Trading Co s.a.l.	Manufactured by Hetero Labs Ltd, India for Benta SAL	Lebanon	22191783	D
10218	93120/1	VIT-X-FORTE	30	Capsule	Riad Pharmacy	Benta SAL	Lebanon	895895	A2
8695	64516/1	VIVIDA 20	4	Tablet, film coated	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	1721398	B
9259	121017/1	VIVIDA 20	1	Tablet, film coated	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	624567	A1
9340	143417/1	VIVIDA 5	30	Tablet, film coated	IPS "Integrated Pharma Solutions SARL"	Benta SAL	Lebanon	2559700	B
12089	52723/1	VLOFINOX	1Bottle x 100ml	Solution for infusion	Drugstore 3U S.A.R.L.	Anfarm Hellas SA	Greece	814369	A2
11176	114121/1	VLUDIN	30	Tablet	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Pharmathen International SA, Greece (Bulk manufacturer)	Lebanon	767910	A2
11759	40423/1	VLUDIN	30	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	767910	A2
11174	114421/1	VLUDIN MET	30	FCT	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Pharmathen International SA, Greece (Bulk manufacturer)	Lebanon	735914	A2
11175	114321/1	VLUDIN MET	30	FCT	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Pharmathen International SA, Greece (Bulk manufacturer)	Lebanon	735914	A2
7408	187498/13	VOCADO	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	971598	A2
7409	187497/13	VOCADO	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1103295	A2
7410	187496/13	VOCADO	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1186613	A2
7762	60614/1	VOCADO HCT	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1523917	B
7763	60514/1	VOCADO HCT	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1523917	B
7764	60214/1	VOCADO HCT	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1482258	B
7765	60414/1	VOCADO HCT	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1523917	B
7766	60314/1	VOCADO HCT	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1523917	B
6689	167644/10	VOLAR	30	Capsule	Sadco	Dar Al Dawa	Jordan	1100607	A2
9223	48217/1	VOLCIDIN	7	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	849820	A2
11476	FE52523/1	VOLDEN	5Ampoules	Solution for IM injection	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	422351	A1
3484	195059/04	VOLDIC	30g	Emulgel	Picomed SARL	Pharma International Co	Jordan	172012	A1
3486	148177/03	VOLDIC-K	20	Tablet	Picomed SARL	Pharma International Co	Jordan	239204	A1
10200	132019/1	VOLTAREN EMULGEL 12HRS	100g	Gel	Sadco	GSK Consumer Healthcare SARL	Switzerland	1169143	A2
10201	132219/1	VOLTAREN EMULGEL 12HRS	50g	Gel	Sadco	GSK Consumer Healthcare SARL	Switzerland	717612	A1
11648	138423/1	VOLTFAST	9 Sachets	Powder for solution	Khalil Fattal & Fils S.A.L.	Mipharm SpA	Italy	165293	A1
11649	138523/1	VOLTFAST	30 Sachets	Powder for solution	Khalil Fattal & Fils S.A.L.	Mipharm SpA	Italy	545600	A1
2662	974119/01	VOLUVEN	500ml	Solution for Infusion 	Benta Trading Co s.a.l.	Fresenius Kabi Deutschland GmbH	Germany	987724	A2
9733	186844/1	VOMICARE INJECTION BP IM/IV	10Ampoules		Drugstore 3U S.A.R.L.	Swiss Parenterals Ltd	India	247267	A1
11497	122019/1	VOMINORE-JPM	20	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	259362	A1
10902	77421/1	VOMITRON	90ml	Oral solution	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	858779	A2
10984	77321/1	VOMITRON	4	Suppositories	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	578492	A1
11082	106222/1	VOMITRON	30ml	Oral solution	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	304604	A1
11154	132722/1	VOMITRON	2	Suppositories	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon	304604	A1
11574	140920/1	VONAXI	1Vial 5ml	IV solution for injection	Pharmamed	Vem Ilac San. Ve Tic AS	Turkey	1490321	B
8531	219467/09	VONTA	4	Tablet, film coated	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	335961	A1
8532	219466/09	VONTA	1	Tablet, film coated	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	90037	A1
11292	157722/1	VORICONAZOLE STRAGEN	1 flacon	Poudre pour solution pour perfusion	Karout pharmacy	Pharmathen SA	Greece	5841683	B
11293	157122/1	VORICONAZOLE STRAGEN	30	Comprimé pelliculé	Karout pharmacy	Pharmathen International SA	Greece	15808184	D
11294	147116/1	VORICONAZOLE STRAGEN	30	Comprimé pelliculé	Karout pharmacy	Pharmathen International SA	Greece	41794841	E1
9934	28119/1	VOSEVI	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	891634849	E2
8610	36015/1	VOTREX	5Ampoules		Abela Frères S.A.L.	Hikma Italia SpA	Italy	345368	A1
8791	120616/1	VOTRIENT	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Siegfried Barbera SL	Spain	31567504	D
8792	120716/1	VOTRIENT	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Siegfried Barbera SL	Spain	66323011	E1
6576	96412/11	VOTUM	28	Tablet, film coated	Mersaco	Daiichi Sankyo Europe GmbH	Germany	753896	A2
6577	96413/11	VOTUM	28	Tablet, film coated	Mersaco	Daiichi Sankyo Europe GmbH	Germany	954128	A2
6578	96414/11	VOTUM	28	Tablet, film coated	Mersaco	Daiichi Sankyo Europe GmbH	Germany	1032071	A2
6764	97048/12	VOTUM		Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	954128	A2
6765	97049/12	VOTUM		Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	1032071	A2
6766	97047/12	VOTUM	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	753896	A2
7411	187439/13	VOTUM PLUS	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	933971	A2
7412	187441/13	VOTUM PLUS	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	933971	A2
7413	187443/13	VOTUM PLUS	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	900374	A2
7414	187442/13	VOTUM PLUS	28	Tablet, film coated	Mersaco	Berlin Chemie AG	Germany	900374	A2
6406	218750/10	VOXIN	1 vial	Powder for solution for infusion	Droguerie Solupharm SAL	Vianex SA- Plant C	Greece	546944	A1
11877	130218/1	VULGA XR	30	Tablet, film coated	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia	3682128	B
11878	130318/1	VULGA XR	30	Tablet, film coated	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia	2832820	B
11879	130118/1	VULGA XR	30	Tablet, film coated	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia	1983512	B
10227	34120/1	VYNDAMAX	30	Capsule	Droguerie Fattal  S.A.L.	Andersonbrecon Inc	USA	784020041	E2
10832	141920/1	VYZULTA	5ml	Ophtalmic solution	Spephal S.A.L.	Bausch and Lomb Incorporated	USA	1948572	B
4235	2801/94	WATER FOR INJECTION	100 x 5ml		Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	2706319	
4237	2801/94	WATER FOR INJECTION	100 x 10ml		Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	2032899	
4238	2801/94	WATER FOR INJECTION	100 x 20ml		Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	4365735	
11412	161620/1	WATER FOR INJECTION/ DEMO	50Ampoules x 10ml	Solvent for injection 	Alfamed S.A.L.	Demo SA Pharmaceutical Industry	Greece	1339811	A2
11413	161520/1	WATER FOR INJECTION/ DEMO	50Ampoules x 5ml	Solvent for injection 	Alfamed S.A.L.	Demo SA Pharmaceutical Industry	Greece	1103295	A2
5725	218035/09	WAXSOL	10ml	Ear drops	Unipharm S.A.L.	Riyadh Pharma Medical and Cosmetic Products Co Ltd	Saudi Arabia	157230	A1
12121	40223/1	WELIREG	90	Tablet, film coated	Droguerie de l'Union	MSD International GmbH T/A MSD Ireland	Ireland	1550772301	E2
8315	76815/1	WILATE 500	1Vial +1Vial solvent	Injectable powder for solution+diluent	Mediterranean Pharmaceutical Company	Octapharma Pharmazeutika  Produktions GesmbH	Austria	32399164	D
5696	23646/06	WINEX	6	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	1307559	A2
5697	23647/06	WINEX	8	Capsule	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	731050	A2
6122	222400/08	WINEX	60ml	Oral Suspension	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	700142	A1
579	208325/02	XALACOM	2.5ml	Eye drops solution	Mectapharm S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	510660	A1
1292	974214/01	XALATAN	2.5ml	Eye drops	Mectapharm S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	704173	A1
7647	186537/13	XALIPRO	30	Tablet	Droguerie de l'Union	Algorithm S.A.L. (Packager), Macleods Pharmaceuticals Ltd, Baddi, India	Lebanon	2123271	B
7648	186538/13	XALIPRO	30	Tablet	Droguerie de l'Union	Algorithm S.A.L. (Packager), Macleods Pharmaceuticals Ltd, Baddi, India	Lebanon	2418917	B
10430	142920/1	XALIPRO	30	Tablet	Droguerie de l'Union	Algorithm S.A.L. (Packager), Macleods Pharmaceuticals Ltd, Baddi, India	Lebanon	1746995	B
9727	169618/1	XALKORI	60	Capsule	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	347644061	E2
9728	169718/1	XALKORI	60	Capsule	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	347644061	E2
8793	148416/1	XANAX	30	Tablet	Droguerie Fattal  S.A.L.	Sanico NV	Belgium	477064	A1
5543	221951/09	XARELTO 	10	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	1588892	B
6773	97004/12	XARELTO 	28	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	4440862	B
6775	97006/12	XARELTO 	28	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	4440862	B
7870	88314/1	XARELTO 	56	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	4045168	B
3110	405937/00	XATRAL XL	30	Tablet, prolonged release	Mersaco	Sanofi Winthrop Industrie	France	1061636	A2
10359	100720/1	XAVIRAN	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	952208	B
10360	100820/1	XAVIRAN	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	952208	B
10361	100920/1	XAVIRAN	10	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	606649	A2
11893	51123/1	XELJANZ	60	Tablet	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	80685473	E1
12166	71723/1	XELJANZ XR	30	Tablet, extended release	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	78687316	E1
11510	18923/1	XELODA	120	Tablet, film coated	Omnipharma	Excella GmbH & Co KG	Germany	17946398	D
7539	186286/13	XEMADERM	30g	Cream	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	335961	A1
9449	30418/1	XENICAL	84	Capsule	Omnipharma	Delpharm Milano SRL	Italy	4036903	B
8673	58516/1	XEOMIN	1vial	Injectable powder for solution	Benta Trading Co s.a.l.	Merz Pharma GmbH & Co KGaA	Germany	11920109	C
8674	58616/1	XEOMIN	1vial	Injectable powder for solution	Benta Trading Co s.a.l.	Merz Pharma GmbH & Co KGaA	Germany	20517541	D
11910	104120/1	XEVANEER	80ml	Powder for oral suspensiom	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1308903	A2
11911	104020/1	XEVANEER	40ml	Powder for oral suspensiom	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	686704	A1
11912	127520/1	XEVANEER	10	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1350562	A2
9731	139718/1	XGEVA	1Vial	Solution for injection	Mersaco	Amgen Manufacturing Ltd	USA	33545669	D
9337	115317/1	XIGDUO XR	60	Tablet	Omnipharma	AstraZeneca Pharmaceuticals LP	USA	3867041	B
9339	115417/1	XIGDUO XR	30	Tablet	Omnipharma	AstraZeneca Pharmaceuticals LP	USA	3006579	B
9732	160417/1	XILONE FORTE	100ml	Syrup	C. Catafago & Co	European Egyptian Pharmaceutical Industries	Egypt	413903	A1
12140	99318/1	XIMACOL	30	Tablet	Food & Drug Corporation FDC	SAJA- Saudi Arabian Japanese Pharmaceutical Co	Saudi Arabia	1894818	B
5194	23729/06	XOLAIR	1Vial	powder + solvent for injection	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	54613625	E1
10817	163820/1	XOLAIR	1prefilled syringe (subcutaneous use0	Solution for injection	Khalil Fattal & Fils S.A.L.	Vetter Pharma- Fertigung GmbH & Co KG	Germany	37110724	E1
3961	194931/05	XOLAMOL	5ml	Sterile Ophtalmic solution	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	678640	A1
7960	92314/1	XTANDI	112	Capsule, soft	Mersaco	Astellas Pharma Europe BV	The Netherlands	278248572	E2
9165	64617/1	XULTOPHY	3 Prefilled pen x 3ml	Injectable solution	Mersaco	Novo Nordisk AS	Denmark	13503847	D
12095	46823/1	XULTOPHY	3 Prefilled pen x 3ml	Injectable solution	Mersaco	Novo Nordisk Pharmaceutical industries, LP	USA	13503847	D
9843	16719/1	XYLOCAINE 	50ml	Pump Spray	Abela Frères S.A.L.	Aspen Bad Oldesloe GmbH	Germany	667890	A1
1194	973487	XYLO-COMOD	15ml	Nasal Spray	Macromed S.A.R.L.	Ursapharm Arzeinmittel GmbH 	Germany	499909	A1
8850	46316/1	XYNTHA	1vial  + 1 prefilled syringe with diluent	Lyophilized powder for reconstitution	Food & Drug Corporation FDC	Wyeth Farma SA	Spain	23067288	D
8833	102416/1	XYZAL	30	Tablet, film coated	Abela Frères S.A.L.	UCB Farchim SA	Switzerland	572477	A1
6781	97381/12	YANOVEN 	1 Vial	Sterile powder for IM/IV injectable solution with solvent	Raymond Georges Abou Adal & Co	Mitim SRL Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	830623	A2
6782	97388/12	YANOVEN 	1 Vial	Injectable sterile powder for solution for IV infusion	Raymond Georges Abou Adal & Co	Mitim SRL Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	997259	A2
11564	158523/1	YANOVEN 	10 Vial	Injectable sterile powder for solution for IV infusion	Raymond Georges Abou Adal & Co	Mitim SRL Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	10860623	C
11565	158423/1	YANOVEN 	10 Vial	Sterile powder for IM/IV injectable solution with solvent	Raymond Georges Abou Adal & Co	Mitim SRL Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	7236698	C
11725	FE11824/1	YANOVEN 	1 Vial	Sterile powder for solution for IV infusion	Raymond Georges Abou Adal & Co	Mitim SRL Italy for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	830623	A2
544	208805/03	YASMIN	21	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	616824	A1
8884	118215/1	YASNAL Q-TAB	28	Orodispersible tablet	Pharmamedic S.A.R.L.	KrKa, dd, Novo Mesto	Slovenia	1376095	A2
8885	118315/1	YASNAL Q-TAB	28	Orodispersible tablet	Pharmamedic S.A.R.L.	KrKa, dd, Novo Mesto	Slovenia	1376095	A2
6284	168014/10	YAZ	28	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer Weimar GmbH & Co KG	Germany	1193332	A2
8428	16115/1	YDRALBUM 200G/L	1Vial X 50ml	Solution for perfusion	Codipha	LFB Biomedicaments	France	3417391	B
7938	80114/1	YERVOY	1Vial	Injection	Pacific pharma	Bristol-Myers Squibb Holdings Pharma Ltd Liability Company Manati	USA	332262937	E2
10715	29621/1	YONDELIS	1Vial	Injectable concentrated powder for solution for infusion	Mersaco	Baxter Oncology GmbH	Germany	126536515	E2
10862	7921/1	YUPELRI	7Unit dose Vials & inhalation solution		Omnipharma	The Ritedose Corporation	USA	3104276	B
11471	182317/1	ZAKON	60ml	Powder for oral suspension	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates	1116733	A2
4250	236261/98	ZALDEM	30	Tablet, scored	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	199657	A1
4251	236263/98	ZALDEM CR	30	Capsule, controlled relese	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	517059	A1
4252	236264/98	ZALDEM CR	30	Capsule, controlled release	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	966287	A2
4253	236265/98	ZALDEM CR	30	Capsule, controlled relese	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	1002123	A2
7913	99114/1	ZALDIAR	20	Tablet, film coated	Mersaco	Farmaceutici Formenti SpA	Italy	404497	A1
8502	16215/1	ZALERG	5ml	Collyre en solution	Square One Group Pharma SAL	Farmila- Thea Farmaceutici SPA	Italy	446156	A1
11572	10323/1	ZALONIL	28	Tablet, orodispersible	Pharmamed	Rontis Hellas Medical and Pharmaceutical Products SA 	Greece	1988887	B
11573	10423/1	ZALONIL	28	Tablet, orodispersible	Pharmamed	Rontis Hellas Medical and Pharmaceutical Products SA 	Greece	2426980	B
7586	186625/13	ZALTRAP	1Vial	Concentrate for solution for infusion	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	35658713	D
7638	186626/13	ZALTRAP	1Vial	Concentrate for solution for infusion	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	63807499	E1
11806	109123/1	ZALTRAP	1Vial	Concentrate for solution for infusion	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	35658713	D
11807	109223/1	ZALTRAP	1Vial	Concentrate for solution for infusion	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	63807499	E1
5729	218136/09	ZANIPRESS	30	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L. under license from Recordati Ireland Ltd	Lebanon	2548821	B
5730	218135/09	ZANIPRESS	30	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L. under license from Recordati Ireland Ltd	Lebanon	2280949	B
11823	152120/1	ZARLAN	28	FCT	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1343843	A2
11824	152020/1	ZARLAN	42	FCT	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	2015764	B
11825	151920/1	ZARLAN	28	FCT	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1343843	A2
11826	151820/1	ZARLAN	30	FCT	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1439255	B
6305	166848/11	ZARZIO	5 Prefilled syringes	Injectable solution for infusion	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany	13053190	C
10777	102719/1	ZARZIO	5 Prefilled syringes	Injectable solution for infusion	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, Langkamfen	Austria	13053190	C
11601	22522/1	ZAVEDOS	1	Vial	Food & Drug Corporation FDC	Corden Pharma Latina SpA	Italy	12071013	C
