MoPHCode	RegistrationNumber	ResponsibleParty	ResponsiblePartyCountry	CargoShippingTerms
8469	106215/1			FOB
6258	222246/08	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
5155	0023735/06			CIF
11786	FE26623/1			FOB
10812	79320/1	Laboratoires Biogaran	France	CIF
7609	186548/13			FOB
8470	115515/1			FOB
8754	35216/1	Apotex Inc	Canada	CIF
11787	FE26523/1			FOB
10813	79420/1	Laboratoires Biogaran	France	CIF
7224	221340/08			FOB
8471	106315/1			FOB
6358	221315/08	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
11784	FE26723/1			FOB
7225	221338/08			FOB
8468	115415/1			FOB
3047	261364			CIF
8556	142215/1	Tad Pharma GmbH	Germany	CIF
8823	28516/1	Pfizer Healthcare	Ireland	CIF
5877	221406/08			FOB
8300	186182/13	Pharmathen Hellas SA	Greece	CIF
11674	12922/1	Pharmathen SA	Greece	CIF
10593	8720/1	Arrow Génériques	France	CIF
11098	115422/1	Laboratoires Biogaran	France	CIF
5088	23893/07			FOB
8828	87616/1			FOB
8824	28616/1	Pfizer Healthcare	Ireland	CIF
8299	186181/13	Pharmathen Hellas SA	Greece	CIF
11673	12822/1	Pharmathen SA	Greece	CIF
10594	8820/1	Arrow Génériques	France	CIF
5089	23892/07			FOB
8827	87716/1			FOB
11097	115822/1	Laboratoires Biogaran	France	CIF
5248	222234/07			FOB
8829	87816/1			FOB
7791	221152/08			FOB
8342	97215/1			FOB
9499	17318/1	Pharmascience Inc	Canada	CIF
7790	221153/08			FOB
8343	97315/1			FOB
9500	17418/1	Pharmascience Inc	Canada	CIF
8888	129516/1	Laboratoires Biogaran	France	CIF
8889	129416/1	Laboratoires Biogaran	France	CIF
7998	137514/1	H. Lundbeck AS	Denmark	CIF
11213	165820/1	Algorithm S.A.L.	Lebanon	FOB
7997	137614/1	H. Lundbeck AS	Denmark	CIF
11215	165920/1	Algorithm S.A.L.	Lebanon	FOB
7996	137714/1	H. Lundbeck AS	Denmark	CIF
11214	166020/1	Algorithm S.A.L.	Lebanon	FOB
10524	81820/1	Janssen Cilag  International NV	Belgium	CIF
11709	82020/1	Janssen Cilag  International NV	Belgium	CIF
885	38930/96	Novartis Pharma AG	Switzerland	CIF
10465	171219/1	Janssen Pharmaceuticals Inc	USA	CIF
10466	170819/1	Janssen Pharmaceuticals Inc	USA	CIF
10467	171119/1	Janssen Pharmaceuticals Inc	USA	CIF
10468	171319/1	Janssen Pharmaceuticals Inc	USA	CIF
9007	173116/1	Arrow Génériques	France	CIF
11102	47421/1	Apotex Inc	Canada	CIF
7514	185919/13	Pharmascience Inc	Canada	CIF
11101	47321/1	Apotex Inc	Canada	CIF
7518	185918/13	Pharmascience Inc	Canada	CIF
11100	47221/1	Apotex Inc	Canada	CIF
7516	185917/13	Pharmascience Inc	Canada	CIF
7515	185916/13	Pharmascience Inc	Canada	CIF
11099	47121/1	Apotex Inc	Canada	CIF
10855	16318/1	Walter Ritter GmbH & Co.KG	Germany	CIF
11852	177520/1			FOB
11738	9017/1	Laboratorios Vitoria SA	Portugal	CIF
8165	2115/1	Ferrer Internacional SA	Spain	CIF
6197	222267/08	Ferrer Internacional SA	Spain	CIF
7878	133914/1	Lundbeck (Schweiz) AG	Switzerland	CIF
9201	103017/1			FOB
7559	167710/10			FOB
8960	115916/1	Pfizer SA	Belgium	CIF
6088	219521/09			FOB
8466	113215/1			FOB
7360	221341/08	Benta SAL	Lebanon	FOB
10420	102020/1	Arrow Génériques	France	CIF
11018	99820/1	Laboratoires Biogaran	France	CIF
11536	55723/1	Les Laboratoires Medis	Tunisia	CIF
8961	115816/1	Pfizer SA	Belgium	CIF
6089	219522/09			FOB
8467	115615/1			FOB
7361	221342/08	Benta SAL	Lebanon	FOB
10419	102120/1	Arrow Génériques	France	CIF
11015	99920/1	Laboratoires Biogaran	France	CIF
11535	55823/1	Les Laboratoires Medis	Tunisia	CIF
8096	32914/1	Genepharm SA	Greece	CIF
8177	33014/1	Genepharm SA	Greece	CIF
8950	133716/1	Arrow Génériques	France	CIF
10417	30920/1	Arrow Génériques	France	CIF
8949	133616/1	Arrow Génériques	France	CIF
10416	31020/1	Arrow Génériques	France	CIF
5711	221415/08	Novartis Pharma AG, Basle	Switzerland	CIF
5710	221416/08	Novartis Pharma AG, Basle	Switzerland	CIF
8491	112415/1	Novartis Pharma AG, Basle	Switzerland	CIF
8951	133816/1	Arrow Génériques	France	CIF
10418	31520/1	Arrow Génériques	France	CIF
11028	141420/1	Algorithm S.A.L.	Lebanon	FOB
11123	74721/1			FOB
11029	141320/1	Algorithm S.A.L.	Lebanon	FOB
11122	74621/1			FOB
1241	148208/03			CIF
7121	096579/12			FOB
9284	116517/1	Arrow Génériques	France	CIF
8797	84516/1	Laboratoires Biogaran	France	CIF
8419	138614/1			FOB
5801	219287/09	H. Lundbeck AS	Denmark	CIF
9285	116417/1	Arrow Génériques	France	CIF
8796	84616/1	Laboratoires Biogaran	France	CIF
8420	138514/1			FOB
2855	L0344/91	Renaudin 	France	CIF
8578	13416/1	Renaudin 	France	CIF
8459	173715/1	Meda Manufacturing Switzerland GmbH	Switzerland	CIF
9362	128817/1	Laboratoires Biogaran	France	CIF
11406	6422/1	GL Pharma GmbH	Austria	CIF
5688	218890/09	Arrow Génériques	France	CIF
5689	218892/09	Arrow Génériques	France	CIF
10716	58921/1	Camurus AB	Sweden	CIF
10717	59021/1	Camurus AB	Sweden	CIF
10718	59121/1	Camurus AB	Sweden	CIF
10719	59221/1	Camurus AB	Sweden	CIF
10720	59321/1	Camurus AB	Sweden	CIF
10721	59421/1	Camurus AB	Sweden	CIF
10722	59521/1	Camurus AB	Sweden	CIF
9553	86218/1	Indivior (UK) Ltd	UK	CIF
9554	86318/1	Indivior (UK) Ltd	UK	CIF
9699	179418/1	Indivior (UK) Ltd	UK	CIF
10531	167820/1			FOB
5175	24510/07			FOB
11124	81220/1	Arrow Génériques	France	CIF
4722	194310/05			FOB
4374	194478/05			FOB
6387	167975/11			FOB
4721	194309/05			FOB
7792	78514/1	Arrow Génériques	France	CIF
5476	222443/08			FOB
5969	219277/09			FOB
4389	78771/98			FOB
4582	405502			FOB
2349	973933/02			CIF
4095	194343/05	Ever Neuro Pharma GmbH 	Austria	CIF
4097	194345/05	Ever Neuro Pharma GmbH 	Austria	CIF
3340	208872/03	Aventis Pharma SA	France	CIF
11071	93622/1	Sanofi Mature IP	France	CIF
7078	186299/13	Biogen Idec UK Ltd	UK	CIF
11544	176520/1	Biogen Netherlands BV	The Netherlands	CIF
10227	34120/1	Pfizer Inc	USA	CIF
4345	208033/03			FOB
11693	39923/1			FOB
4619	22578			FOB
9575	75918/1			FOB
11159	16522/1			FOB
5833	194113/05			CIF
958	973386/01			CIF
1191	MPO822/92			CIF
2661	236669			CIF
8402	138815/1	Panpharma GmbH	Germany	CIF
11830	20324/1	Normon SA	Spain	CIF
11853	109323/1			FOB
11324	77922/1	Alfa Laboratoires S.A.L.	Lebanon	FOB
1747	405525/00	Sanofi Aventis	France	CIF
1686		Lagap SA	Switzerland	CIF
3483	208851/03			CIF
1746	1809/72	Sanofi Aventis	France	CIF
1685	24873/80	Lagap SA	Switzerland	CIF
4611	43			FOB
6713	167738/11			FOB
11803	63421/1	Batterjee Pharmaceutical Factory	Saudi Arabia	CIF
5220	24700/07	Substipharm	France	CIF
11643	98923/1	Substipharm	France	CIF
10375	73620/1			FOB
7289	186123/13	Laboratorios Rubio SA.	Spain	CIF
9874	8519/1	Janssen Cilag NV	Belgium	CIF
9406	19118/1	Janssen-Cilag AG	Switzerland	CIF
9873	8919/1	Janssen Cilag NV	Belgium	CIF
1351	973999/02			CIF
1350	973998/02			CIF
11754	88422/1	Biofarma Ilac San. ve Tic. AS	Turkey	CIF
6434	96443/11	GlaxoSmithKline AG Ltd	Switzerland	CIF
4569	22063			FOB
4620	2849			FOB
11768	11421/1	Laboratorio Elea Phoenix SA	Argentine	CIF
10514	13221/1			FOB
10515	13321/1			FOB
4554	21361			FOB
4633	20595			FOB
4598	2724/94			FOB
10056	51019/1			FOB
4599	2765			FOB
4547	17629			FOB
8443	3215/1	Uriach Consumer Healthcare S.L.	Spain	CIF
10069	71919/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
10291	125416/1	Amman Pharmaceutical Industries 	Jordan	CIF
11528	131422/1	Amman Pharmaceutical Industries 	Jordan	CIF
10067	86919/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
10123	101119/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
10068	71819/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
11527	131322/1	Amman Pharmaceutical Industries 	Jordan	CIF
11656	131522/1	Amman Pharmaceutical Industries 	Jordan	CIF
10651	180520/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
1194	973487			CIF
6726	167462/10	Amman Pharmaceutical Industries Co	Jordan	CIF
8975	17617/1	Verfora SA	Switzerland	CIF
8976	17717/1	Verfora SA	Switzerland	CIF
10153	70916/1			FOB
10894	8122/1	GlaxoSmithKline Consumer Healthcare (UK) Trading Limited	UK	CIF
5915	221730/08	Zambon SpA	Italy	CIF
7877	166948/11	Meda Pharma GmbH & Co KG	Germany	CIF
10893	68121/1	GlaxoSmithKline Consumer Healthcare (UK) Trading Limited	UK	CIF
3490	195335/04	Laboratorio Elea Phoenix SA	Argentine	CIF
6825	219243/09	European Egyptian Pharmaceutical Industries	Egypt	CIF
9600	103318/1	Organon Canada Inc	Canada	CIF
7806	186265/13	Middle East Pharmaceutical Industries Co Ltd - Avalon Pharma	Saudi Arabia	CIF
6834	166621/11			FOB
5624	23631/06			CIF
11229	26621/1	Laboratoires Biogaran	France	CIF
8362	96651/12	API (Amman Pharmaceutical Industries Co)	Jordan	CIF
6763	97661/11	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
1781	974473/00	Sanofi	UK	CIF
11400	62022/1	Opella Healthcare UK Limited (Trading as Sanofi)	UK	CIF
5234	24915/07			FOB
5980	218766/09	Glaxo Operations UK Ltd	UK	CIF
11160	76221/1	GlaxoSmithKline Australia Pty Ltd	Australia	CIF
11712	6223/1	Meda Pharma GmbH & Co KG	Germany	CIF
4607	2848/94			FOB
9531	86516/1			FOB
9419	142114/1			FOB
10252	76420/1			FOB
4270	18540			FOB
11235	148721/1	Opella Healthcare France SAS	France	CIF
11234	148821/1	Opella Healthcare France SAS	France	CIF
2576	20112			CIF
8144	35915/1	Farmasyn SA	Greece	CIF
8920	121816/1	Prestige Brands Inc	USA	CIF
7744	187092/13	SMB SA	Belgium	CIF
3847	26814	Medinova AG	Switzerland	CIF
2634	236878/99			CIF
9842	189518/1	GlaxoWellcome UK Ltd	UK	CIF
1384	208296/03			CIF
9019	108816/1	Laboratorio Aldo-Union SL	Spain	CIF
603	26597			CIF
4660	28556/93			FOB
1383	208332/02			CIF
5949	24985/07	Cipla Ltd	India	CIF
4354	2438/94			FOB
5891	218677/10	Novartis Pharma AG	Switzerland	CIF
10805	129520/1	GlaxoWellcome UK Ltd	UK	CIF
9246	78717/1			FOB
11578	41823/1	Arrow Génériques	France	CIF
10804	129720/1	GlaxoWellcome UK Ltd	UK	CIF
9247	78617/1			FOB
10803	129620/1	GlaxoWellcome UK Ltd	UK	CIF
9248	78517/1			FOB
11577	41923/1	Arrow Génériques	France	CIF
11126	100222/1	Cipla Ltd	India	CIF
5356	194555/04	Cipla Ltd	India	CIF
10898	20314/1	Berg Life Sciences SA	Tunisia	CIF
11125	100122/1	Cipla Ltd	India	CIF
5357	194556/04	Cipla Ltd	India	CIF
1595	973435/01			CIF
5250	222389/08			CIF
11184	99620/1	Hikma Pharmaceuticals	Jordan	CIF
11185	99720/1	Hikma Pharmaceuticals	Jordan	CIF
5984	168047/10	AstraZeneca AB	Sweden	CIF
11186	99520/1	Hikma Pharmaceuticals	Jordan	CIF
11127	99722/1	Cipla Ltd	India	CIF
11128	120722/1	Cipla Ltd	India	CIF
6073	167170/10	Chiesi Farmaceutici SpA	Italy	CIF
10115	109019/1	Chiesi Farmaceutici SpA	Italy	CIF
7907	116014/1	Glaxo Group Ltd	UK	CIF
7908	116114/1	Glaxo Group Ltd	UK	CIF
9667	34318/1	Laboratoires SMB, SA	Belgium	CIF
9668	34218/1	Laboratoires SMB, SA	Belgium	CIF
7445	219222/09	Cipla Ltd	India	CIF
6474	168224/10	Laboratorio Aldo-Union SA	Spain	CIF
2227	38682	Boehringer Ingelheim International GmbH 	Germany	CIF
8435	114715/1	SCS Boehringer Ingelheim Comm. V	Belgium	CIF
6097	243733/07	Cipla Ltd	India	CIF
11751	819/01	Vem Ilac San. Ve Tic AS	Turkey	CIF
10145	119619/1			FOB
7989	136714/1	Novartis Pharma AG	Switzerland	CIF
8543	174715/1	Boehringer Ingelheim International GmbH 	Germany	CIF
11067	111421/1	Boehringer Ingelheim International GmbH 	Germany	CIF
11554	52622/1	AstraZeneca AB	Sweden	CIF
1179	27204			CIF
10897	9714/1	Berg Life Sciences SA	Tunisia	CIF
6158	222434/08	Cipla Ltd	India	CIF
5121	23742/07			CIF
8800	172516/1	Arrow Génériques	France	CIF
9239	98217/1	Arrow Génériques	France	CIF
11717	90418/1	Vem Ilac San. Ve Tic AS	Turkey	CIF
6217	221174/08	Cipla Ltd	India	CIF
8782	141316/1	Arrow Génériques	France	CIF
9238	98317/1	Arrow Génériques	France	CIF
10162	104319/1	Laboratorio Aldo-Union SL	Spain	CIF
10180	106019/1	Laboratoire GlaxoSmithKline	France	CIF
10179	106119/1	Laboratoire GlaxoSmithKline	France	CIF
10107	63819/1	Laboratoire GlaxoSmithKline	France	CIF
1878	208478	Boehringer Ingelheim International GmbH 	Germany	CIF
1879	135386	Boehringer Ingelheim International GmbH 	Germany	CIF
8374	95315/1	Arrow Génériques	France	CIF
2226	208689/03			CIF
6120	24986/07	Cipla Ltd	India	CIF
2370	973474/02	Boehringer Ingelheim International GmbH 	Germany	CIF
5625	194557/04			CIF
5630	221734/08	Boehringer Ingelheim International GmbH 	Germany	CIF
9245	78417/1			FOB
7534	186628/13	Novartis Pharma AG	Switzerland	CIF
10862	7921/1	Mylan Ireland Ltd	Ireland	CIF
4563	25694			FOB
4636	22585			FOB
2127	G0344/91	Renaudin 	France	CIF
4416	2237/94			FOB
4583	2721			FOB
4593	2722			FOB
7730	186054/13	ABC Farmaceutici SpA- ABC International Division	Italy	CIF
7731	186055/13	ABC Farmaceutici SpA- ABC International Division	Italy	CIF
4350	20607			FOB
11359	19523/1			FOB
4351	20606			FOB
11357	19423/1			FOB
4638	19270			FOB
1057	78953/98	Organon Pharma (UK) Limited	UK	CIF
6992	97367/12	Pharma International Co	Jordan	CIF
11687	16623/1	Arrow Génériques	France	CIF
7771	222933/14			FOB
6942	96592/12			FOB
5353	24105/06			CIF
7487	218864/09	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
1058	236700/99	Organon Pharma (UK) Limited	UK	CIF
7864	96553/12	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
5161	24350/06			FOB
6243	24951/07	Pharma International Co	Jordan	CIF
11688	16723/1	Arrow Génériques	France	CIF
7772	222932/14			FOB
6293	167833/11	Dar Al Dawa	Jordan	CIF
6941	96593/12			FOB
2973	208576/03			CIF
7047	218865/09	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
4082	195275/04	Organon Pharma (UK) Limited	UK	CIF
6991	97368/12	Pharma International Co	Jordan	CIF
11686	16523/1	Arrow Génériques	France	CIF
7770	222934/14			FOB
6940	96591/12			FOB
5354	221981/06			CIF
7486	218577/10	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
8407	158515/1	Organon Pharma (UK) Limited	UK	CIF
11890	72221/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
5970	219336/09			FOB
5971	219335/09			FOB
5194	23729/06	Novartis Pharma AG	Switzerland	CIF
10817	163820/1	Novartis Europharm Limited	Ireland	CIF
10762	128820/1	AstraZeneca AB	Sweden	CIF
10424	92220/1			FOB
10643	53221/1	Algorithm S.A.L.	Lebanon	FOB
10768	101621/1			FOB
4541	22066			FOB
4628	19219			FOB
9537	29818/1	Krewel Meuselbach GmbH	Germany	CIF
7393	187413/13	Reckitt Benckiser LLC	USA	CIF
10649	48117/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
8952	145416/1	Engelhard Arznemittel GmbH and Co.Kg	Germany	CIF
9358	119517/1	Engelhard Arznemittel GmbH and Co.Kg	Germany	CIF
8847	49016/1	Engelhard Arznemittel GmbH and Co.Kg	Germany	CIF
9505	102016/1	Julphar	United Arab Emirates	CIF
11695	154022/1			FOB
8424	60315/1	Krewel Meuselbach GmbH	Germany	CIF
9860	131116/1	Jerash Pharmaceuticals	Jordan	CIF
9454	162416/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
11862	147320/1	Delass Natural Products Company	Jordan	CIF
5912	221710/08	Zambon Switzerland Ltd	Switzerland	CIF
5143	23624/06			CIF
2288	27737	Bouchara Recordati	France	CIF
9204	99915/1	Uni-Pharma Kleon Tsetis Pharmaceutical  Laboratories SA	Greece	CIF
5913	221700/08	Zambon SpA	Italy	CIF
4380	2231/94			FOB
4650	27808/94			FOB
4649	27807/94			FOB
7530	96204/11	Amman Pharmaceutical Industries Co Ltd	Jordan	CIF
1239	26887	Chiesi Farmaceutici SpA	Italy	CIF
3491	208592/03			CIF
9739	154118/1	Sanofi Aventis Deutschland GmbH	Germany	CIF
5859	218109/09			FOB
11451	30523/1			FOB
11227	132620/1	Biofarma Ilac San. ve Tic. AS	Turkey	CIF
9391	9118/1	Sanofi Aventis Deutschland GmbH	Germany	CIF
10013	4217/1	Jerash Pharmaceuticals	Jordan	CIF
6048	218702/10	F. Hoffmann La Roche Ltd	Switzerland	FOB
4290	208377/97			FOB
4295	68			FOB
7285	218723/10	Laboratorios Bial- Portela & Ca SA	Portugal	CIF
10681	16621/1	Algorithm S.A.L.	Lebanon	FOB
10125	105519/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
7909	96207/1	Hayat Pharmaceuticals Industries Co PLC	Jordan	CIF
4370	208686/03			FOB
6835	97986/12			FOB
10124	111319/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
9624	63018/1			FOB
2289	38852	Bouchara Recordati	France	CIF
3774	16188/68	Laboratorio Farmaceutico SIT Specialita Igienico Terapeutiche SRL, Mede, Succursale di Chiasso	Switzerland	CIF
3775	16189/68	Laboratorio Farmaceutico SIT Specialita Igienico Terapeutiche SRL, Mede, Succursale di Chiasso	Switzerland	CIF
1655	973395/01			CIF
10296	143819/1			CIF
4651	27809/94			FOB
3592	973408/01			CIF
4293	67			FOB
4294	69			FOB
10138	147119/1			FOB
4395	973438/01			FOB
8709	32416/1			FOB
4396	973439/01			FOB
8708	32316/1			FOB
4564	973302			FOB
4587	20039			FOB
5021	22269			FOB
5781	219553/09	Grimberg	France	CIF
9989	61019/1	UPSA SAS	France	CIF
9990	61219/1	UPSA SAS	France	CIF
9991	61119/1	UPSA SAS	France	CIF
9992	60919/1	UPSA SAS	France	CIF
10753	155620/1			FOB
9685	101118/1	Omega Laboratories Ltd	Canada	CIF
1352	973940/02			CIF
4540	15890			FOB
5241	24893/07	Wallace Manufacturing Chemists Ltd	UK	CIF
6762	219256/09	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
10865	63520/1	Inibsa Ginecologia SA	Spain	CIF
8748	20715/1			FOB
4429	25660			FOB
9927	64619/1			FOB
6691	97043/12	Instituto Llorente	Spain	CIF
4589	19216			FOB
4463	2867/94			FOB
4622	148351			FOB
11110	121022/1			FOB
11334	146121/1	Opella Healthcare France SAS	France	CIF
2521	78772			CIF
11664	86423/1			FOB
4586	19269			FOB
8634	36116/1	GlaxoSmithKline Export Limited	UK	CIF
6013	24702/07	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
4387	208844/03			FOB
1852	148347/04			CIF
3853	973448/01			CIF
8633	36016/1	GlaxoSmithKline Export Limited	UK	CIF
8284	117214/1	ABC Farmaceutici SpA	Italy	CIF
8635	36216/1	GlaxoSmithKline Export Limited	UK	CIF
4388	208843/03			FOB
3854	208362/02			CIF
8833	102416/1	GlaxoSmithKline Export Limited	UK	CIF
7222	185811/13			FOB
10792	186087/13			FOB
11475	FE52623/1	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	FOB
11421	34519/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
7221	185810/13			FOB
11497	122019/1	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	CIF
8404	117015/1	Bayer Consumer Care AG	Switzerland	CIF
10742	151617/1			FOB
10055	132619/1			FOB
11036	97922/1			FOB
9535	34117/1			FOB
11038	99022/1			FOB
5647	219539/09	Roemmers S.A.I.C.F.	Argentine	CIF
9196	45817/1			FOB
5648	219538/09	Roemmers S.A.I.C.F.	Argentine	CIF
7922	186536/13			FOB
4288	20949			FOB
4331	1251			FOB
8406	116815/1	Bayer Consumer Care AG	Switzerland	CIF
9657	115318/1	Bayer Consumer Care AG	Switzerland	CIF
3570	208656/03	Apotex Inc	Canada	CIF
3959	194930/05			CIF
5691	973982/02			CIF
1491	973313/01			CIF
803	973367/01			CIF
8405	116915/1	Bayer Consumer Care AG	Switzerland	CIF
3960	194929/05			CIF
804	973366/01			CIF
484	405464/00	Almirall SA	Spain	CIF
10176	90619/1	Arrow Génériques	France	CIF
7255	218721/10	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
5292	194488/05			CIF
7256	218722/10	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
5988	222387/08	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan	CIF
7509	186613/13	Merck Sharp & Dohme Ltd	UK	CIF
11702	65022/1	N.V. Organon	The Netherlands	CIF
7562	167742/11	Pharma International Co	Jordan	CIF
8060	39914/1	Delorbis Pharmaceuticals Ltd	Cyprus	CIF
5159	24369/06			FOB
6388	167976/11			FOB
10743	107521/1			FOB
11655	84123/1	Les Laboratoires Medis	Tunisia	CIF
7304	187344/13	Normon SA	Spain	CIF
6237	167090/10			FOB
9747	59516/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
5182	24888/07			CIF
6986	97366/12	Pharma International Co	Jordan	CIF
5519	24728/07			FOB
10744	107421/1			FOB
11037	97822/1			FOB
10901	144116/1			FOB
7437	185962/13	Arrow Génériques	France	CIF
11874	149523/1	Arrow Génériques	France	CIF
8329	166511/11			FOB
9746	84716/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
9532	46218/1	Laboratoires Biogaran	France	CIF
7257	96665/12	Faes Farma SA	Spain	CIF
9940	177518/1	Faes Farma SA	Spain	CIF
7502	97977/12			CIF
8456	135514/1	Jazeera Pharmaceutical Industries	Saudi Arabia	CIF
8457	135414/1	Jazeera Pharmaceutical Industries	Saudi Arabia	CIF
4061	24466/06	Abbvie Inc	USA	CIF
4524	21360			FOB
4635	2719			FOB
11309	170118/1	Amman Pharmaceutical Industries 	Jordan	CIF
7662	96720/12	Bruschettini SRL	Italy	CIF
10801	175019/1	Amman Pharmaceutical Industries 	Jordan	CIF
8323	111915/1	Amdipharm Limited	Ireland	CIF
10220	110816/1	Amman Pharmaceutical Industries 	Jordan	CIF
7839	80314/1	S.I.F.I. SpA	Italy	CIF
8957	151016/1	S.I.F.I. SpA	Italy	CIF
11533	4020/1	Laboratoires Thea	France	CIF
7057	96748/12	Laboratoires Thea	France	CIF
3382	974208/01			CIF
11436	138022/1	Abbvie Limited	Ireland	CIF
9918	152018/1	Farmigea SpA	Italy	CIF
3963	194932/05			CIF
7932	185926/13	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	CIF
11032	101819/1	DMG Italia Srl	Italy	CIF
9660	94618/1	Novartis Pharma AG	Switzerland	CIF
5240	24304/06			CIF
11418	61518/1	Orchidia Pharmaceutical Industries	Egypt	CIF
9829	186618/1	Labatec Pharma SA	Switzerland	CIF
9723	94318/1	Novartis Pharma AG	Switzerland	CIF
6694	97657/11	Laboratoires Thea	France	CIF
11545	11720/1	Laboratoires Thea	France	CIF
6993	96418/11	Allergan Pharmaceuticals (Ireland)	Ireland	CIF
11439	139222/1	Abbvie Deutschland GmbH & Co KG	Germany	CIF
369	26156	Allergan Pharmaceuticals (Ireland)	Ireland	CIF
11435	137722/1	Abbvie Limited	Ireland	CIF
5363	24489/06	Bausch and Lomb Incorporated	USA	CIF
9764	124018/1	Alimera Sciences Inc.	USA	CIF
2451	78986/98			CIF
7527	185924/13	Farmigea SpA	Italy	CIF
10332	35819/1	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	CIF
8749	61114/1	Cooper SA	Greece	CIF
6752	167463/10	Amman Pharmaceutical Industries Co	Jordan	CIF
11353	79118/1	Orchidia Pharmaceutical Industries	Egypt	CIF
3525	195478/04			CIF
9345	152417/1	Chauvin	France	CIF
8363	186285/13	API (Amman Pharmaceutical Industries Co)	Jordan	CIF
6360	218050/09	S.I.F.I. SpA	Italy	CIF
3962	194933/05			CIF
4098	24140/06			CIF
11730	85723/1	Abbvie Inc	USA	CIF
11580	119320/1	Orchidia Pharmaceutical Industries	Egypt	CIF
10089	129018/1	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	CIF
7153	166968/11	Jamjoum Pharmaceuticals	Saudi Arabia	CIF
8750	185839/13	Cooper SA Pharmaceuticals	Greece	CIF
11073	115122/1	Laboratoires Biogaran	France	CIF
10831	164420/1	Bausch and Lomb Incorporated	USA	CIF
3733	236885			CIF
10016	54219/1	Farmigea SpA	Italy	CIF
11508	53923/1	AA Pharma Inc.	Canada	CIF
10972	51222/1	Laboratoires Biogaran	France	CIF
11678	53822/1	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	CIF
